GCA_001005285.1_ASM100528v1_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
perR_1	Cluster_104913	17	4	23.529	12.5
hcaR_1	Cluster_114814	181	4	2.21	1.887
ttuB_2	Cluster_136604	203	3	1.478	1.562
novR_2	Cluster_42664	18	2	11.111	16.667
nemA_1	Cluster_154765	177	1	0.565	1.613
baiA	Cluster_17979	68	3	4.412	5.0
nhaK_2	Cluster_36695	10	1	10.0	11.111
yffB	Cluster_36695	192	2	1.042	2.273
dapD	Cluster_36695	216	2	0.926	1.923
sufS_1	Cluster_129473	11	2	18.182	16.667
sufE	Cluster_129473	212	12	5.66	3.846
tcdA	Cluster_94611	215	7	3.256	3.448
dapE	Cluster_112305	128	12	9.375	2.703
rlmA	Cluster_112305	213	13	6.103	2.326
cspA_1	Cluster_48797	170	4	2.353	3.226
plsB	Cluster_48797	216	8	3.704	4.348
mdtB_1	Cluster_67720	213	2	0.939	1.408
mdtA_1	Cluster_67720	219	2	0.913	1.042
rsmJ	Cluster_114226	218	70	32.11	5.0
tsaB	Cluster_124112	211	22	10.427	2.857
adk	Cluster_41435	214	7	3.271	3.448
ppc	Cluster_72689	210	4	1.905	3.03
pal_1	Cluster_154019	221	1	0.452	1.449
lysS	Cluster_124746	208	7	3.365	5.556
prfB	Cluster_37692	203	6	2.956	2.273
cheB_1	Cluster_153230	219	1	0.457	1.124
cheB_2	Cluster_96797	219	4	1.826	1.205
rcsC_1	Cluster_96797	221	3	1.357	0.769
wspC	Cluster_96797	197	8	4.061	2.083
prr	Cluster_47318	156	4	2.564	3.846
namA_1	Cluster_21661	194	1	0.515	1.695
recJ	Cluster_94616	211	5	2.37	3.846
yaeQ	Cluster_94616	214	5	2.336	3.704
smtB	Cluster_94616	150	5	3.333	5.556
thrC	Cluster_75384	153	5	3.268	4.348
hom	Cluster_128660	205	171	83.415	6.25
dsbC	Cluster_82367	203	9	4.433	4.348
xerD_1	Cluster_139617	18	8	44.444	11.111
nhaP2_1	Cluster_139617	149	47	31.544	2.857
rplS	Cluster_158986	219	27	12.329	5.0
trmD	Cluster_158986	218	27	12.385	5.0
rimM	Cluster_158986	218	27	12.385	5.0
rpsP	Cluster_158986	219	27	12.329	5.263
ffh	Cluster_31650	213	7	3.286	2.778
yhjE	Cluster_36254	199	6	3.015	3.571
purT	Cluster_132956	214	167	78.037	4.762
yrdA_1	Cluster_98861	220	2	0.909	2.083
nudL	Cluster_98861	218	6	2.752	3.448
nudC_1	Cluster_98861	219	3	1.37	2.041
shlB	Cluster_50356	106	5	4.717	4.348
shlA	Cluster_50356	156	4	2.564	2.941
epsG	Cluster_6808	164	4	2.439	5.556
gspF_1	Cluster_6808	99	2	2.02	6.25
epsE	Cluster_6808	156	3	1.923	3.571
gspD2	Cluster_6808	31	4	12.903	9.091
tatA_1	Cluster_86506	177	1	0.565	3.448
tatB_1	Cluster_86506	173	1	0.578	3.704
tatC_1	Cluster_86506	178	1	0.562	3.448
purL	Cluster_32987	213	4	1.878	1.351
mltF_1	Cluster_32987	220	2	0.909	1.282
tadA_1	Cluster_58117	45	3	6.667	3.704
mco	Cluster_58117	209	4	1.914	2.381
guaA	Cluster_98828	209	7	3.349	8.333
guaB	Cluster_126014	215	164	76.279	6.25
xseA	Cluster_53750	210	2	0.952	1.754
leuA	Cluster_18836	184	4	2.174	2.778
eda	Cluster_58143	216	160	74.074	5.263
pgl_1	Cluster_58143	200	71	35.5	2.0
zwf_1	Cluster_58143	220	63	28.636	3.125
hexR_1	Cluster_58143	218	84	38.532	4.0
yeaD_1	Cluster_104653	213	79	37.089	2.778
oprB_1	Cluster_160083	218	29	13.303	1.316
ugpC_1	Cluster_160083	147	20	13.605	2.941
ngcG_1	Cluster_160083	23	2	8.696	7.692
melD_1	Cluster_160083	97	15	15.464	3.03
yihS	Cluster_108313	165	7	4.242	2.703
sasA_1	Cluster_142154	221	1	0.452	0.885
ompR_1	Cluster_142154	220	1	0.455	1.25
glk	Cluster_39218	213	11	5.164	5.556
edd	Cluster_39218	217	11	5.069	5.263
gapA	Cluster_39218	213	11	5.164	6.25
sigE	Cluster_50355	27	1	3.704	7.143
fecR_1	Cluster_124002	220	1	0.455	0.943
hemR	Cluster_91368	77	18	23.377	7.692
pigA	Cluster_60101	86	4	4.651	2.703
arcD_1	Cluster_15894	216	3	1.389	3.03
arcD_2	Cluster_15894	216	5	2.315	2.778
arcA	Cluster_15894	36	3	8.333	5.0
arcB	Cluster_139373	173	12	6.936	4.167
arcC1	Cluster_88298	217	5	2.304	2.381
tyrR_1	Cluster_84109	218	2	0.917	1.562
gcvH_1	Cluster_33268	221	3	1.357	1.538
gcvP_1	Cluster_33268	208	3	1.442	1.389
sdaA	Cluster_78885	80	5	6.25	3.333
gcvT_1	Cluster_78885	220	4	1.818	1.724
cspA_2	Cluster_23686	170	2	1.176	3.448
lptG	Cluster_34091	216	12	5.556	4.762
lptF	Cluster_34091	217	12	5.53	5.263
pepA	Cluster_34091	215	12	5.581	5.0
holC	Cluster_152503	217	7	3.226	3.125
valS	Cluster_90711	214	7	3.271	2.273
rlmF	Cluster_109694	220	4	1.818	2.857
hupB_1	Cluster_19548	218	2	0.917	3.333
yejK	Cluster_19548	151	8	5.298	5.556
yycB	Cluster_108529	35	2	5.714	4.545
lutR_1	Cluster_108529	212	2	0.943	1.22
hisC_1	Cluster_92433	221	44	19.91	1.449
hisD	Cluster_92433	220	145	65.909	11.111
hisG	Cluster_123257	219	7	3.196	3.333
murA	Cluster_103709	219	125	57.078	6.25
mlaC	Cluster_44073	177	12	6.78	4.545
mlaD	Cluster_44073	219	12	5.479	3.846
mlaE	Cluster_44073	220	12	5.455	3.846
mlaF	Cluster_44073	221	12	5.43	3.846
kdsD	Cluster_44073	218	11	5.046	4.0
kdsC	Cluster_44073	219	11	5.023	4.0
lptC	Cluster_44073	221	11	4.977	4.0
lptA	Cluster_44073	219	11	5.023	3.846
lptB_1	Cluster_44073	220	2	0.909	1.695
rpoN	Cluster_59828	216	19	8.796	5.263
hpf	Cluster_131407	220	182	82.727	14.286
ptsN	Cluster_131407	220	181	82.273	12.5
rapZ	Cluster_131407	219	181	82.648	12.5
ptsH	Cluster_131407	191	166	86.911	16.667
zupT_1	Cluster_98862	168	1	0.595	2.439
sodB_1	Cluster_98862	202	2	0.99	2.128
fumC_1	Cluster_98862	204	2	0.98	2.174
pmbA	Cluster_80510	214	6	2.804	12.5
tldD	Cluster_65904	212	1	0.472	3.125
nit1	Cluster_65904	142	1	0.704	3.846
rng	Cluster_151066	218	16	7.339	4.167
yhdE	Cluster_166283	219	40	18.265	3.125
mreD	Cluster_166283	218	40	18.349	3.571
mreB	Cluster_57273	217	170	78.341	9.091
gatC	Cluster_57273	207	171	82.609	9.091
gatA	Cluster_57273	174	135	77.586	10.0
gatB	Cluster_57273	220	165	75.0	8.333
rlpA_1	Cluster_136767	212	2	0.943	1.471
yrbG	Cluster_128169	9	4	44.444	20.0
aroP_1	Cluster_150269	206	9	4.369	2.857
regA	Cluster_58774	218	162	74.312	4.348
regB	Cluster_58774	216	162	75.0	4.348
dppA_1	Cluster_30663	221	1	0.452	1.587
dppA_2	Cluster_91614	221	3	1.357	1.389
oprD_1	Cluster_48798	221	1	0.452	1.064
dppA_3	Cluster_135994	220	1	0.455	1.389
dppB	Cluster_133761	158	6	3.797	5.0
dppC	Cluster_133761	217	11	5.069	4.348
dppD	Cluster_133761	218	12	5.505	4.348
oppF	Cluster_133761	128	12	9.375	6.667
metG_1	Cluster_15433	7	1	14.286	14.286
mnmC_1	Cluster_142437	208	2	0.962	1.754
spuD_1	Cluster_152350	216	11	5.093	1.724
prfC	Cluster_117052	218	19	8.716	2.083
higB2	Cluster_18962	27	2	7.407	14.286
osmY	Cluster_18962	202	2	0.99	2.128
osmX	Cluster_18962	219	2	0.913	1.724
osmW	Cluster_18962	218	2	0.917	1.724
osmV	Cluster_18962	216	2	0.926	1.754
fecA	Cluster_90121	116	1	0.862	8.333
fecI_1	Cluster_12187	221	2	0.905	0.917
ldc	Cluster_12187	219	6	2.74	3.333
bfrD	Cluster_52052	199	6	3.015	5.263
yafV	Cluster_103633	220	7	3.182	2.381
ybdL	Cluster_103633	219	6	2.74	2.381
der	Cluster_105022	199	6	3.015	6.25
bamB	Cluster_124198	218	178	81.651	8.333
hisS	Cluster_124198	217	179	82.488	7.692
ispG	Cluster_124198	218	179	82.11	9.091
rodZ	Cluster_124198	215	181	84.186	11.111
rlmN	Cluster_124198	213	184	86.385	11.111
ndk	Cluster_124198	218	188	86.239	11.111
iscX	Cluster_152112	216	10	4.63	4.762
fdx_1	Cluster_152112	218	2	0.917	3.125
hscA	Cluster_152112	213	10	4.695	5.556
hscB	Cluster_152112	218	10	4.587	4.545
iscA	Cluster_152112	217	10	4.608	4.348
iscU	Cluster_152112	218	10	4.587	4.167
iscS_1	Cluster_152112	218	5	2.294	1.887
iscR	Cluster_68067	216	14	6.481	4.545
cysE	Cluster_82776	129	82	63.566	5.263
trmJ	Cluster_82776	219	152	69.406	5.263
suhB	Cluster_82776	215	150	69.767	5.263
secF	Cluster_142276	219	202	92.237	16.667
secD	Cluster_142276	216	199	92.13	16.667
yajC	Cluster_157695	221	5	2.262	4.545
tgt	Cluster_157695	217	5	2.304	5.0
queA	Cluster_157695	216	5	2.315	5.263
phnE	Cluster_100867	94	4	4.255	4.167
glnQ_1	Cluster_100867	221	2	0.905	1.408
phnD1	Cluster_100867	210	6	2.857	3.333
selD	Cluster_100867	212	6	2.83	3.226
selU	Cluster_100867	214	6	2.804	3.03
alaC	Cluster_45856	216	5	2.315	2.222
cyoE	Cluster_6843	215	155	72.093	5.882
cyoD	Cluster_6843	202	149	73.762	5.882
cyoC	Cluster_6843	199	149	74.874	6.25
cyoB_1	Cluster_6843	25	6	24.0	10.0
cyoB_2	Cluster_6843	25	6	24.0	7.692
cyoA	Cluster_6843	202	157	77.723	6.667
dsbB_1	Cluster_21363	218	2	0.917	1.754
hmp_1	Cluster_81039	214	2	0.935	1.786
norR1	Cluster_81039	155	1	0.645	7.143
ltxB	Cluster_143775	151	13	8.609	5.263
prsE_1	Cluster_143775	210	5	2.381	1.429
cheV_1	Cluster_151855	221	1	0.452	1.389
mdtA_2	Cluster_12934	219	2	0.913	1.087
mdtB_2	Cluster_12934	213	1	0.469	1.351
czcR_1	Cluster_12934	205	2	0.976	1.724
sasA_2	Cluster_12934	221	2	0.905	0.813
oprD_2	Cluster_57875	221	2	0.905	1.01
fruA	Cluster_32855	211	6	2.844	3.846
lacC	Cluster_32855	215	6	2.791	4.0
cra	Cluster_32855	218	7	3.211	3.846
yjjV	Cluster_32855	211	6	2.844	3.846
ampD	Cluster_127472	218	7	3.211	2.941
nadC	Cluster_45284	216	7	3.241	2.778
cysZ	Cluster_27138	201	11	5.473	4.0
bdlA_1	Cluster_71090	216	3	1.389	1.449
mgtA	Cluster_71090	144	5	3.472	4.0
btuE_1	Cluster_88876	214	1	0.467	2.632
slyD	Cluster_26913	219	7	3.196	3.846
pta	Cluster_26913	214	6	2.804	3.704
yiaD	Cluster_110587	199	6	3.015	3.448
gloC	Cluster_105783	206	5	2.427	1.923
sasA_3	Cluster_78522	221	1	0.452	0.787
lapB	Cluster_78522	191	6	3.141	4.545
malT_1	Cluster_37528	96	4	4.167	3.03
hprA	Cluster_77748	197	7	3.553	3.03
rsmC	Cluster_151824	218	7	3.211	3.846
mneA	Cluster_43019	219	24	10.959	8.333
loiP	Cluster_119127	214	6	2.804	2.564
mqo_1	Cluster_6529	221	72	32.579	1.786
hpt	Cluster_75689	220	121	55.0	6.667
upp	Cluster_75689	218	122	55.963	7.143
uraA	Cluster_75689	217	122	56.221	8.333
hemH	Cluster_65490	220	6	2.727	4.545
phrB_1	Cluster_112793	177	5	2.825	2.5
pagL_1	Cluster_113527	191	5	2.618	2.222
murI	Cluster_4988	191	1	0.524	2.083
moeB	Cluster_4988	213	1	0.469	1.852
prmC_1	Cluster_4988	205	1	0.488	1.538
prfA	Cluster_4988	220	1	0.455	1.852
hemA	Cluster_4988	217	1	0.461	1.887
bepA_1	NO_CLUSTER_ASSOCIATION_FOUND	219	38	17.352	1.471
lolB	NO_CLUSTER_ASSOCIATION_FOUND	217	86	39.631	1.852
ispE	NO_CLUSTER_ASSOCIATION_FOUND	217	85	39.171	1.818
prs	Cluster_145990	195	191	97.949	25.0
rplY	Cluster_101762	217	60	27.65	7.692
pth	Cluster_130392	215	195	90.698	10.0
ychF	Cluster_130392	217	194	89.401	9.091
mdtN	Cluster_70193	156	1	0.641	4.348
cusC	Cluster_70193	117	1	0.855	4.545
ydiK_1	Cluster_70193	197	1	0.508	2.326
kefC_1	Cluster_70193	175	1	0.571	1.818
ycaC_1	Cluster_59289	204	2	0.98	1.613
aldA_1	Cluster_121140	55	19	34.545	4.762
ada	Cluster_168865	209	3	1.435	1.923
fecI_2	Cluster_73368	221	1	0.452	0.84
fecR_2	Cluster_73368	220	2	0.909	0.909
fpvA_1	Cluster_120287	190	4	2.105	1.667
ycaD_1	Cluster_128170	218	1	0.459	1.37
fsr	Cluster_68247	94	6	6.383	4.348
rimI	Cluster_52373	216	4	1.852	1.587
proB	Cluster_125715	215	182	84.651	7.143
obg	Cluster_62433	216	187	86.574	10.0
rpmA	Cluster_162810	219	14	6.393	10.0
rplU	Cluster_162810	218	14	6.422	10.0
ispB	Cluster_44300	217	199	91.705	12.5
fklB_1	NO_CLUSTER_ASSOCIATION_FOUND	189	2	1.058	2.381
greB_1	Cluster_53236	204	3	1.471	2.222
gdhA	Cluster_44949	212	6	2.83	2.439
ettA	Cluster_85276	210	2	0.952	2.381
xerC_1	Cluster_85276	220	2	0.909	0.84
yqaA_1	Cluster_10858	33	4	12.121	8.333
sasA_4	Cluster_105784	221	1	0.452	0.735
znuA_1	Cluster_159074	10	1	10.0	16.667
chrB1	Cluster_64295	40	2	5.0	8.333
srpC	Cluster_64295	102	1	0.98	2.381
ftsH_1	Cluster_339	88	1	1.136	2.564
glyA_1	Cluster_61721	219	3	1.37	1.471
bcr_1	Cluster_154740	110	2	1.818	2.632
lcfB_1	Cluster_154740	16	2	12.5	7.692
pcpR_1	Cluster_99499	217	1	0.461	1.316
bpoC	Cluster_99499	22	6	27.273	11.111
nimT	Cluster_99499	34	3	8.824	5.882
xerC_2	Cluster_13992	220	1	0.455	0.787
haeIIIM	Cluster_27977	20	1	5.0	9.091
bin3_1	Cluster_77439	7	1	14.286	14.286
pilA	Cluster_52313	184	21	11.413	4.762
gspF_2	Cluster_52313	99	6	6.061	7.692
outO	Cluster_52313	186	23	12.366	3.571
coaE	Cluster_52313	217	30	13.825	3.448
yacG	Cluster_52313	218	30	13.761	3.333
ndh	Cluster_127361	212	153	72.17	4.348
clpB	Cluster_65491	209	2	0.957	3.333
yfiH	Cluster_153027	217	173	79.724	12.5
rluD	Cluster_153027	220	179	81.364	12.5
bamD	Cluster_153027	219	179	81.735	12.5
thiO	Cluster_150501	197	149	75.635	5.263
ispH	Cluster_104116	216	180	83.333	5.263
fkpB	Cluster_104116	221	182	82.353	5.263
lspA_1	Cluster_104116	53	26	49.057	10.0
ileS	Cluster_104116	218	181	83.028	5.556
ribF	Cluster_104116	218	183	83.945	5.882
murJ	Cluster_43161	217	174	80.184	7.692
rpsT	Cluster_43161	219	176	80.365	7.692
yebT	NO_CLUSTER_ASSOCIATION_FOUND	214	100	46.729	2.632
pqiA_1	NO_CLUSTER_ASSOCIATION_FOUND	217	61	28.111	1.786
pqiA_2	NO_CLUSTER_ASSOCIATION_FOUND	217	91	41.935	2.128
recC	Cluster_91327	206	3	1.456	2.857
recB_1	Cluster_91327	72	1	1.389	3.226
recD	Cluster_91327	191	3	1.571	2.857
hdfR_1	Cluster_141342	221	1	0.452	1.099
mmsA	Cluster_141342	206	9	4.369	5.882
mmsB	Cluster_141342	207	9	4.348	6.25
hcp1_1	Cluster_46446	87	2	2.299	3.03
cysL_1	Cluster_139610	68	1	1.471	3.125
mdaB	Cluster_79591	217	4	1.843	2.273
dmlR_1	Cluster_124773	221	1	0.452	0.73
ggt_1	Cluster_105050	201	6	2.985	2.222
mcpS_1	Cluster_65037	26	2	7.692	7.692
pcaH	Cluster_64597	206	7	3.398	3.448
pcaG	Cluster_64597	206	7	3.398	3.448
trmA	Cluster_81015	214	7	3.271	2.778
adeP_1	Cluster_81015	176	7	3.977	4.167
entS_1	Cluster_24858	135	2	1.481	2.941
cydA	Cluster_24858	166	5	3.012	3.846
cydB	Cluster_24858	169	5	2.959	4.0
rlmG	Cluster_122568	214	4	1.869	4.0
anoR	Cluster_55188	128	4	3.125	2.703
fpr_1	Cluster_55188	219	4	1.826	2.174
mscL	Cluster_69678	220	4	1.818	3.571
radA	Cluster_69678	216	4	1.852	3.846
uacT_1	Cluster_39929	216	6	2.778	1.754
btsT	Cluster_29525	191	5	2.618	3.226
yjiA	Cluster_136768	159	6	3.774	3.333
metE	Cluster_53751	201	6	2.985	2.703
thlA_1	Cluster_28544	165	4	2.424	2.5
fabV	Cluster_28544	204	6	2.941	2.703
folM	Cluster_133013	217	42	19.355	2.703
pfyP_1	Cluster_156942	155	5	3.226	5.263
oleB	Cluster_56448	204	5	2.451	4.545
kipR	Cluster_107137	55	13	23.636	6.667
hmgA	Cluster_107137	212	73	34.434	4.545
nagL	Cluster_107137	109	44	40.367	7.143
ldh	Cluster_99526	214	6	2.804	3.846
fokIM	Cluster_16435	2	1	50.0	50.0
umuC_1	Cluster_112101	79	1	1.266	2.632
traC	NO_CLUSTER_ASSOCIATION_FOUND	58	3	5.172	4.762
sasA_5	Cluster_139024	221	2	0.905	0.781
sctC_1	Cluster_33200	111	4	3.604	2.632
rssB_1	Cluster_33200	221	3	1.357	1.515
fecI_3	Cluster_150274	220	1	0.455	0.862
cntO_1	Cluster_96561	217	8	3.687	1.266
rhaS_1	Cluster_53752	221	1	0.452	0.935
yfdG	Cluster_124747	37	4	10.811	6.667
yfdH	Cluster_124747	38	4	10.526	6.667
ghrB_1	Cluster_111361	212	3	1.415	1.724
dmlR_2	Cluster_68507	221	1	0.452	0.781
ttgI_1	Cluster_68507	191	3	1.571	1.754
aaeB_1	Cluster_68507	218	4	1.835	1.389
aaeA_1	Cluster_68507	220	4	1.818	1.37
nodD2_1	Cluster_38961	210	4	1.905	1.613
emrY	Cluster_92546	208	6	2.885	2.703
emrA_1	Cluster_92546	220	4	1.818	1.299
ttgC_1	Cluster_92546	82	2	2.439	2.778
acr1	Cluster_92546	10	4	40.0	25.0
hcaB_1	Cluster_84110	198	2	1.01	1.19
algA_1	Cluster_163492	96	3	3.125	2.326
algF	Cluster_163492	196	8	4.082	2.778
algJ	Cluster_163492	198	8	4.04	2.703
patA	Cluster_163492	166	6	3.614	3.704
algL	Cluster_140554	197	4	2.03	3.333
algX	Cluster_140554	193	4	2.073	3.704
algG	Cluster_140554	209	4	1.914	2.703
algE	Cluster_140554	211	4	1.896	2.632
algK	Cluster_140554	208	4	1.923	2.632
alg8	Cluster_140554	197	4	2.03	3.846
algD	Cluster_25576	196	1	0.51	3.704
yknY	Cluster_107164	78	5	6.41	5.263
macB_1	Cluster_107164	62	5	8.065	3.571
yaaA	Cluster_91890	215	7	3.256	3.571
moaC	Cluster_120528	197	7	3.553	2.703
moaD	Cluster_120528	192	7	3.646	2.778
moaE	Cluster_120528	211	7	3.318	2.381
rhlB	Cluster_116505	63	12	19.048	5.0
estB	Cluster_27123	209	8	3.828	5.0
yhdW	Cluster_27123	208	8	3.846	5.263
yhdY	Cluster_140311	204	127	62.255	5.556
glnQ_2	Cluster_140311	221	19	8.597	1.235
degS	Cluster_79065	218	6	2.752	4.545
cysD	Cluster_80154	199	12	6.03	2.857
cysNC	Cluster_80154	199	12	6.03	3.03
decR_1	Cluster_96111	221	32	14.48	1.282
mdeA	Cluster_96111	208	133	63.942	4.348
zapE_1	Cluster_77952	219	6	2.74	1.408
cdhR_1	Cluster_86887	221	1	0.452	1.031
tas	Cluster_40381	186	168	90.323	16.667
rplM	Cluster_40381	219	189	86.301	8.333
rpsI	Cluster_40381	217	188	86.636	8.333
petA	Cluster_38106	215	152	70.698	6.667
petB	Cluster_38106	218	150	68.807	5.263
petC	Cluster_38106	218	150	68.807	5.0
sspA	Cluster_100755	202	17	8.416	4.545
sspB	Cluster_100755	179	19	10.615	5.0
gmhA	Cluster_126815	218	5	2.294	5.263
lpoA	Cluster_65038	212	6	2.83	3.704
rsmI	Cluster_65038	217	6	2.765	3.448
mraZ	Cluster_2287	219	164	74.886	9.091
rsmH	Cluster_2287	219	164	74.886	8.333
ftsL	Cluster_2287	221	165	74.661	8.333
ftsI	Cluster_2287	214	160	74.766	9.091
murE	Cluster_2287	217	160	73.733	9.091
murF	Cluster_2287	218	158	72.477	8.333
mraY	Cluster_2287	209	153	73.206	8.333
murD	Cluster_2287	218	157	72.018	7.143
ftsW	Cluster_2287	216	157	72.685	7.692
murG	Cluster_2287	205	153	74.634	9.091
murC	Cluster_2287	219	155	70.776	6.25
ddl	Cluster_2287	193	135	69.948	7.143
ftsQ	Cluster_2287	216	154	71.296	6.25
ftsA	Cluster_2287	206	154	74.757	10.0
ftsZ	Cluster_148650	216	204	94.444	12.5
lpxC	Cluster_107308	220	202	91.818	25.0
secA	Cluster_50044	213	4	1.878	2.703
argJ	Cluster_64457	218	5	2.294	2.778
thiE_1	Cluster_103666	214	1	0.467	2.128
cobO_1	Cluster_115642	205	59	28.78	2.439
sasA_6	Cluster_115642	221	5	2.262	0.8
panE	Cluster_115642	61	25	40.984	5.556
mscS	Cluster_107139	210	7	3.333	3.226
mdfA	Cluster_52054	199	4	2.01	2.222
groS	Cluster_45857	218	6	2.752	3.03
groL	Cluster_45857	187	6	3.209	4.0
czcR_2	Cluster_74710	205	1	0.488	1.786
sasA_7	Cluster_74710	220	1	0.455	0.787
inaA	Cluster_112102	162	4	2.469	3.704
bepE	Cluster_87691	47	4	8.511	4.762
bepF_1	Cluster_87691	160	6	3.75	3.333
sodB_2	Cluster_46674	202	31	15.347	2.174
argO	Cluster_123647	217	7	3.226	2.857
oleD	Cluster_123647	213	5	2.347	2.439
nemA_2	Cluster_82370	177	1	0.565	1.429
acpH	Cluster_82370	220	6	2.727	2.778
ywiE	Cluster_142921	169	5	2.959	3.125
yhbO	Cluster_152528	74	4	5.405	4.348
fumA	Cluster_43594	122	6	4.918	4.348
gcoB	Cluster_43594	17	3	17.647	16.667
pykA	Cluster_69183	206	6	2.913	3.704
sbcB	Cluster_100681	207	6	2.899	2.778
purU_1	Cluster_32644	219	6	2.74	1.562
pimC	Cluster_59494	139	2	1.439	4.167
mcpG_1	Cluster_75385	1	1	100.0	100.0
mcpG_2	Cluster_75385	1	1	100.0	100.0
pitA	Cluster_29243	28	5	17.857	9.091
pcaR_1	Cluster_13718	168	5	2.976	2.326
pcaK_1	Cluster_27973	194	4	2.062	1.351
pcaF_1	Cluster_51356	89	2	2.247	3.125
kgtP_1	Cluster_64600	220	5	2.273	1.37
pcaB	Cluster_64600	190	7	3.684	3.448
catD_1	Cluster_64600	209	2	0.957	2.222
nicP_1	Cluster_41443	220	2	0.909	0.82
ttgC_2	Cluster_41579	82	6	7.317	2.778
arpB	Cluster_41579	63	6	9.524	25.0
ttgA	Cluster_41579	213	11	5.164	4.348
ttgR_1	Cluster_41579	8	5	62.5	25.0
bmr3	Cluster_20505	144	7	4.861	3.704
dmlR_3	Cluster_114205	221	1	0.452	0.758
gcvA_1	Cluster_107456	221	3	1.357	0.935
aruI	Cluster_107456	29	10	34.483	7.692
rhaS_2	Cluster_33638	221	1	0.452	0.926
kgtP_2	Cluster_67744	220	1	0.455	1.429
dctD_1	NO_CLUSTER_ASSOCIATION_FOUND	220	7	3.182	1.316
dctB_1	NO_CLUSTER_ASSOCIATION_FOUND	218	6	2.752	1.333
glpQ	Cluster_107882	36	7	19.444	6.25
rhlA	Cluster_24988	211	6	2.844	3.704
rsuA	Cluster_165755	204	2	0.98	2.273
caiD	Cluster_98835	164	6	3.659	10.0
ung	Cluster_98835	217	6	2.765	4.762
nicP_2	Cluster_167129	220	10	4.545	0.855
tctD	Cluster_59586	218	34	15.596	5.0
qseC_1	Cluster_59586	193	7	3.627	1.852
ygfZ	Cluster_168054	217	5	2.304	5.882
sdhE	Cluster_93894	218	7	3.211	7.143
xerC_3	Cluster_2095	215	1	0.465	0.877
benM	Cluster_134350	23	1	4.348	9.091
soj_1	Cluster_124005	218	5	2.294	1.351
trxC	Cluster_156968	196	2	1.02	2.128
selO	Cluster_156968	217	2	0.922	2.041
mscK	Cluster_164509	217	2	0.922	1.852
nhaP2_2	Cluster_164509	149	1	0.671	2.778
betA	Cluster_78309	45	2	4.444	6.25
betB	Cluster_162808	127	4	3.15	6.25
betI	Cluster_162808	27	3	11.111	8.333
caiT	Cluster_12925	194	141	72.68	5.556
envC	Cluster_77253	214	5	2.336	2.326
gpmI	Cluster_57264	207	38	18.357	4.545
yibN	Cluster_57264	220	23	10.455	3.846
grxC	Cluster_57264	130	19	14.615	4.348
secB	Cluster_57264	219	21	9.589	3.448
trmL	Cluster_154741	218	8	3.67	5.0
glnG	Cluster_20594	183	4	2.186	2.703
glnL	Cluster_20594	220	4	1.818	2.5
glnA	Cluster_13408	214	5	2.336	2.564
thiI	Cluster_13408	218	5	2.294	2.381
typA	Cluster_97279	219	179	81.735	7.692
malP	Cluster_64356	216	21	9.722	4.348
fbp_1	Cluster_75367	194	5	2.577	1.754
pctC	Cluster_51357	36	4	11.111	6.25
blc_1	Cluster_51357	192	4	2.083	2.128
dasR	Cluster_111301	119	4	3.361	10.0
ves	Cluster_111301	218	8	3.67	8.333
hutU	Cluster_44338	205	2	0.976	1.786
hutH	Cluster_139058	136	5	3.676	9.091
proY_1	Cluster_142156	184	5	2.717	2.778
hutI_1	Cluster_142156	52	2	3.846	3.846
pip	Cluster_105051	210	2	0.952	2.703
dtd	Cluster_105051	221	2	0.905	2.273
mdoG	Cluster_34557	218	133	61.009	6.25
opgH	Cluster_34557	212	127	59.906	6.25
fliY_1	Cluster_53743	221	4	1.81	1.316
glnQ_3	Cluster_109218	221	2	0.905	1.299
mcpQ_1	NO_CLUSTER_ASSOCIATION_FOUND	202	24	11.881	1.695
mcpQ_2	Cluster_117054	202	3	1.485	1.695
tatC_2	Cluster_135995	178	35	19.663	3.846
tatB_2	Cluster_135995	173	36	20.809	4.167
tatA_2	Cluster_135995	177	37	20.904	3.704
hisE	Cluster_135995	219	158	72.146	6.25
hisI	Cluster_135995	192	136	70.833	6.25
ubiB	Cluster_99911	207	17	8.213	5.263
ubiJ	Cluster_99911	214	17	7.944	5.263
ubiE	Cluster_99911	220	17	7.727	4.762
phaC_1	Cluster_151068	206	3	1.456	2.778
catD_2	Cluster_143747	209	2	0.957	2.128
phaC_2	Cluster_23899	206	10	4.854	2.941
hslU	Cluster_133653	218	2	0.917	3.226
hslV	Cluster_52730	218	2	0.917	1.538
pyrC'	Cluster_145375	211	4	1.896	2.041
pyrB	Cluster_145375	218	4	1.835	2.0
pyrR	Cluster_145375	154	4	2.597	2.222
yqgF	Cluster_145375	219	4	1.826	1.852
gshB	Cluster_45462	216	7	3.241	3.226
phoP_1	Cluster_45462	190	3	1.579	2.128
pleD	Cluster_45462	98	7	7.143	4.348
rcsC_2	Cluster_45462	221	1	0.452	0.775
rsmE	Cluster_72471	219	6	2.74	1.961
bioA	Cluster_132365	218	6	2.752	3.448
mnmC_2	Cluster_56216	208	3	1.442	1.695
