GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2439
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BOHGMGJN_00001	asd	Cluster_143500
Operon817	BOHGMGJN_01247	Unknown_Gene	Cluster_47834
Operon818	BOHGMGJN_01248	Unknown_Gene	Cluster_104830
Operon819	BOHGMGJN_01249	caiT	Cluster_12925
Operon820	BOHGMGJN_01250	betI_1	Cluster_12925
Operon820	BOHGMGJN_01251	betB	Cluster_12925
Operon821	BOHGMGJN_01252	betA_1	Cluster_132925
Operon822	BOHGMGJN_01253	Unknown_Gene	Cluster_68646
Operon823	BOHGMGJN_01254	nhaP2_2	Cluster_68646
Operon823	BOHGMGJN_01255	mscK	Cluster_68646
Operon824	BOHGMGJN_01256	selO	Cluster_76766
Operon825	BOHGMGJN_01257	trxC	Cluster_106312
Operon826	BOHGMGJN_01258	soj_1	Cluster_132926
Operon827	BOHGMGJN_01259	benM_1	Cluster_110440
Operon828	BOHGMGJN_01260	ynfM	Cluster_110440
Operon829	BOHGMGJN_01261	ygiW	Cluster_103462
Operon830	BOHGMGJN_01262	hemE	Cluster_60931
Operon831	BOHGMGJN_01263	gltD_1	Cluster_100539
Operon832	BOHGMGJN_01264	gltB	Cluster_21140
Operon833	BOHGMGJN_01265	damX	Cluster_143263
Operon833	BOHGMGJN_01266	aroB	Cluster_143263
Operon834	BOHGMGJN_01267	aroK	Cluster_167854
Operon834	BOHGMGJN_01268	pilQ	Cluster_167854
Operon834	BOHGMGJN_01269	Unknown_Gene	Cluster_167854
Operon834	BOHGMGJN_01270	Unknown_Gene	Cluster_167854
Operon834	BOHGMGJN_01271	Unknown_Gene	Cluster_167854
Operon835	BOHGMGJN_01272	mrcA	Cluster_58146
Operon836	BOHGMGJN_01273	maeB	Cluster_67998
Operon837	BOHGMGJN_01274	Unknown_Gene	Cluster_73456
Operon837	BOHGMGJN_01275	rpmE	Cluster_73456
Operon838	BOHGMGJN_01276	priA	Cluster_73456
Operon839	BOHGMGJN_01277	argS	Cluster_64928
Operon839	BOHGMGJN_01278	ftsN	Cluster_64928
Operon840	BOHGMGJN_01279	Unknown_Gene	Cluster_74429
Operon841	BOHGMGJN_01280	Unknown_Gene	Cluster_74429
Operon842	BOHGMGJN_01281	Unknown_Gene	Cluster_113881
Operon842	BOHGMGJN_01282	Unknown_Gene	Cluster_113881
Operon843	BOHGMGJN_01283	pilT	Cluster_141935
Operon844	BOHGMGJN_01284	yggS	Cluster_141935
Operon844	BOHGMGJN_01285	proC	Cluster_141935
Operon844	BOHGMGJN_01286	Unknown_Gene	Cluster_141935
Operon845	BOHGMGJN_01287	metXS	Cluster_117537
Operon845	BOHGMGJN_01288	Unknown_Gene	Cluster_117537
Operon845	BOHGMGJN_01289	Unknown_Gene	Cluster_117537
Operon845	BOHGMGJN_01290	rdgB	Cluster_117537
Operon845	BOHGMGJN_01291	hemW	Cluster_117537
Operon845	BOHGMGJN_01292	Unknown_Gene	Cluster_117537
Operon846	BOHGMGJN_01293	trmB	Cluster_150839
Operon846	BOHGMGJN_01294	thiG	Cluster_150839
Operon847	BOHGMGJN_01295	Unknown_Gene	Cluster_114762
Operon848	BOHGMGJN_01296	Unknown_Gene	Cluster_142682
Operon849	BOHGMGJN_01297	mtgA	Cluster_142682
Operon850	BOHGMGJN_01298	rpoH	Cluster_109040
Operon851	BOHGMGJN_01299	ftsX	Cluster_48480
Operon851	BOHGMGJN_01300	ftsE	Cluster_48480
Operon851	BOHGMGJN_01301	ftsY	Cluster_48480
Operon852	BOHGMGJN_01302	Unknown_Gene	Cluster_48480
Operon852	BOHGMGJN_01303	Unknown_Gene	Cluster_48480
Operon852	BOHGMGJN_01304	rsmD	Cluster_48480
Operon853	BOHGMGJN_01305	Unknown_Gene	Cluster_88747
Operon854	BOHGMGJN_01306	sseB	Cluster_164826
Operon854	BOHGMGJN_01307	Unknown_Gene	Cluster_164826
Operon855	BOHGMGJN_01308	calB	Cluster_82796
Operon855	BOHGMGJN_01309	Unknown_Gene	Cluster_82796
Operon855	BOHGMGJN_01310	Unknown_Gene	Cluster_82796
Operon856	BOHGMGJN_01311	coaD	Cluster_108344
Operon857	BOHGMGJN_01312	fdx_1	Cluster_110529
Operon858	BOHGMGJN_01313	mutM	Cluster_102000
Operon858	BOHGMGJN_01314	Unknown_Gene	Cluster_102000
Operon859	BOHGMGJN_01315	rlmI_1	Cluster_102000
Operon860	BOHGMGJN_01316	ilvD	Cluster_37764
Operon861	BOHGMGJN_01317	hdfR_2	Cluster_90587
Operon862	BOHGMGJN_01318	azoR1_1	Cluster_90587
Operon863	BOHGMGJN_01319	Unknown_Gene	Cluster_43729
Operon864	BOHGMGJN_01320	tcyP	Cluster_43729
Operon865	BOHGMGJN_01321	folA	Cluster_150840
Operon866	BOHGMGJN_01322	Unknown_Gene	Cluster_150840
Operon866	BOHGMGJN_01323	Unknown_Gene	Cluster_150840
Operon867	BOHGMGJN_01324	Unknown_Gene	Cluster_48728
Operon867	BOHGMGJN_01325	Unknown_Gene	Cluster_48728
Operon867	BOHGMGJN_01326	cysA	Cluster_48728
Operon868	BOHGMGJN_01327	cmpR_4	Cluster_127970
Operon868	BOHGMGJN_01328	cadA_1	Cluster_127970
Operon869	BOHGMGJN_01329	zntR	Cluster_127970
Operon870	BOHGMGJN_01330	thyA	Cluster_153038
Operon871	BOHGMGJN_01331	lgt	Cluster_95206
Operon871	BOHGMGJN_01332	Unknown_Gene	Cluster_95206
Operon872	BOHGMGJN_01333	Unknown_Gene	Cluster_95206
Operon873	BOHGMGJN_01334	ptsP	Cluster_88712
Operon873	BOHGMGJN_01335	rppH_1	Cluster_88712
Operon874	BOHGMGJN_01336	Unknown_Gene	Cluster_88712
Operon875	BOHGMGJN_01337	Unknown_Gene	Cluster_138881
Operon876	BOHGMGJN_01338	ilvA_1	Cluster_92423
Operon877	BOHGMGJN_01339	rpiA	Cluster_92423
Operon878	BOHGMGJN_01340	yjiK_1	Cluster_123775
Operon879	BOHGMGJN_01341	yjiK_2	Cluster_67133
Operon880	BOHGMGJN_01342	ycgM	Cluster_72337
Operon880	BOHGMGJN_01343	Unknown_Gene	Cluster_72337
Operon881	BOHGMGJN_01344	serA	Cluster_72337
Operon882	BOHGMGJN_01345	Unknown_Gene	Cluster_51279
Operon883	BOHGMGJN_01346	Unknown_Gene	Cluster_51279
Operon884	BOHGMGJN_01347	Unknown_Gene	Cluster_107688
Operon884	BOHGMGJN_01348	Unknown_Gene	Cluster_107688
Operon885	BOHGMGJN_01349	Unknown_Gene	Cluster_107688
Operon886	BOHGMGJN_01350	menH_1	Cluster_35992
Operon887	BOHGMGJN_01351	Unknown_Gene	Cluster_35992
Operon888	BOHGMGJN_01352	maa	Cluster_125489
Operon889	BOHGMGJN_01353	quiP	Cluster_125489
Operon890	BOHGMGJN_01354	metQ_1	Cluster_70212
Operon891	BOHGMGJN_01355	sfnR_1	Cluster_142683
Operon892	BOHGMGJN_01356	Unknown_Gene	Cluster_49938
Operon893	BOHGMGJN_01357	btuD_1	Cluster_65795
Operon893	BOHGMGJN_01358	cysW_2	Cluster_65795
Operon893	BOHGMGJN_01359	cysT_1	Cluster_65795
Operon894	BOHGMGJN_01360	sbp_1	Cluster_153058
Operon895	BOHGMGJN_01361	Unknown_Gene	Cluster_46981
Operon896	BOHGMGJN_01362	czcA_2	Cluster_25117
Operon896	BOHGMGJN_01363	mdtA_2	Cluster_25117
Operon896	BOHGMGJN_01364	mdtE	Cluster_25117
Operon897	BOHGMGJN_01365	Unknown_Gene	Cluster_25117
Operon898	BOHGMGJN_01366	Unknown_Gene	Cluster_46097
Operon899	BOHGMGJN_01367	ydcV_2	Cluster_135099
Operon899	BOHGMGJN_01368	potH	Cluster_135099
Operon899	BOHGMGJN_01369	potA_3	Cluster_135099
Operon900	BOHGMGJN_01370	spuE_1	Cluster_78479
Operon901	BOHGMGJN_01371	spuD_1	Cluster_72798
Operon902	BOHGMGJN_01372	spuC_1	Cluster_155299
Operon902	BOHGMGJN_01373	puuA_1	Cluster_155299
Operon902	BOHGMGJN_01374	Unknown_Gene	Cluster_155299
Operon903	BOHGMGJN_01375	puuA_2	Cluster_36445
Operon904	BOHGMGJN_01376	argA	Cluster_99998
Operon905	BOHGMGJN_01377	argE_1	Cluster_104842
Operon906	BOHGMGJN_01378	Unknown_Gene	Cluster_104842
Operon907	BOHGMGJN_01379	decR_2	Cluster_97509
Operon908	BOHGMGJN_01380	Unknown_Gene	Cluster_97509
Operon909	BOHGMGJN_01381	Unknown_Gene	Cluster_65648
Operon910	BOHGMGJN_01382	Unknown_Gene	Cluster_125227
Operon911	BOHGMGJN_01383	gcvP_1	Cluster_61188
Operon912	BOHGMGJN_01384	gcvH_1	Cluster_153039
Operon913	BOHGMGJN_01385	gcvT_1	Cluster_97920
Operon914	BOHGMGJN_01386	Unknown_Gene	Cluster_82203
Operon915	BOHGMGJN_01387	Unknown_Gene	Cluster_73795
Operon916	BOHGMGJN_01388	ubiI	Cluster_85864
Operon916	BOHGMGJN_01389	Unknown_Gene	Cluster_85864
Operon916	BOHGMGJN_01390	ubiH	Cluster_85864
Operon916	BOHGMGJN_01391	pepP	Cluster_85864
Operon916	BOHGMGJN_01392	Unknown_Gene	Cluster_85864
Operon917	BOHGMGJN_01393	Unknown_Gene	Cluster_85864
Operon917	BOHGMGJN_01394	zapA	Cluster_85864
Operon918	BOHGMGJN_01395	ygfA	Cluster_28412
Operon919	BOHGMGJN_01396	Unknown_Gene	Cluster_68574
Operon920	BOHGMGJN_01397	Unknown_Gene	Cluster_68574
Operon921	BOHGMGJN_01398	Unknown_Gene	Cluster_120344
Operon921	BOHGMGJN_01399	rbbA	Cluster_120344
Operon921	BOHGMGJN_01400	yhhJ	Cluster_120344
Operon922	BOHGMGJN_01401	Unknown_Gene	Cluster_71103
Operon923	BOHGMGJN_01402	qorA_1	Cluster_71103
Operon924	BOHGMGJN_01403	chaC	Cluster_23995
Operon925	BOHGMGJN_01404	ascD	Cluster_56866
Operon925	BOHGMGJN_01405	ubiD	Cluster_56866
Operon926	BOHGMGJN_01406	rho	Cluster_48867
Operon927	BOHGMGJN_01407	trxA	Cluster_41673
Operon928	BOHGMGJN_01408	ppx	Cluster_41673
Operon929	BOHGMGJN_01409	ppk	Cluster_54726
Operon930	BOHGMGJN_01410	Unknown_Gene	Cluster_54726
Operon931	BOHGMGJN_01411	Unknown_Gene	Cluster_108253
Operon932	BOHGMGJN_01412	elbB	Cluster_108253
Operon933	BOHGMGJN_01413	Unknown_Gene	Cluster_74757
Operon934	BOHGMGJN_01414	Unknown_Gene	Cluster_74757
Operon935	BOHGMGJN_01415	rnk	Cluster_21618
Operon936	BOHGMGJN_01416	cyaY	Cluster_46359
Operon937	BOHGMGJN_01417	Unknown_Gene	Cluster_46359
Operon937	BOHGMGJN_01418	lysA_1	Cluster_46359
Operon937	BOHGMGJN_01419	dapF	Cluster_46359
Operon937	BOHGMGJN_01420	Unknown_Gene	Cluster_46359
Operon937	BOHGMGJN_01421	xerC_1	Cluster_46359
Operon937	BOHGMGJN_01422	yigB	Cluster_46359
Operon938	BOHGMGJN_01423	sutA	Cluster_16297
Operon939	BOHGMGJN_01424	amtB_1	Cluster_155554
Operon939	BOHGMGJN_01425	glnK	Cluster_155554
Operon940	BOHGMGJN_01426	ubiK	Cluster_10539
Operon940	BOHGMGJN_01427	Unknown_Gene	Cluster_10539
Operon941	BOHGMGJN_01428	Unknown_Gene	Cluster_41669
Operon942	BOHGMGJN_01429	comM	Cluster_41669
Operon943	BOHGMGJN_01430	tmoT_1	Cluster_46360
Operon943	BOHGMGJN_01431	Unknown_Gene	Cluster_46360
Operon944	BOHGMGJN_01432	sasA_4	Cluster_46360
Operon945	BOHGMGJN_01433	ycaC_1	Cluster_135797
Operon946	BOHGMGJN_01434	rhaR_2	Cluster_68100
Operon947	BOHGMGJN_01435	cdhR_2	Cluster_68100
Operon948	BOHGMGJN_01436	kefC_1	Cluster_59988
Operon949	BOHGMGJN_01437	Unknown_Gene	Cluster_4464
Operon950	BOHGMGJN_01438	ycaC_2	Cluster_49008
Operon951	BOHGMGJN_01439	dmlR_8	Cluster_49008
Operon952	BOHGMGJN_01440	oprD_1	Cluster_56789
Operon952	BOHGMGJN_01441	entS_2	Cluster_56789
Operon953	BOHGMGJN_01442	nfdA_2	Cluster_59989
Operon954	BOHGMGJN_01443	Unknown_Gene	Cluster_161031
Operon954	BOHGMGJN_01444	Unknown_Gene	Cluster_161031
Operon955	BOHGMGJN_01445	ycaC_3	Cluster_28585
Operon956	BOHGMGJN_01446	Unknown_Gene	Cluster_28585
Operon957	BOHGMGJN_01447	puuB_1	Cluster_78621
Operon958	BOHGMGJN_01448	gabD	Cluster_91741
Operon959	BOHGMGJN_01449	gcvA_3	Cluster_91741
Operon960	BOHGMGJN_01450	Unknown_Gene	Cluster_58432
Operon961	BOHGMGJN_01451	gcvA_4	Cluster_79438
Operon962	BOHGMGJN_01452	mdtK	Cluster_79438
Operon963	BOHGMGJN_01453	Unknown_Gene	Cluster_32244
Operon964	BOHGMGJN_01454	rep_1	Cluster_32244
Operon965	BOHGMGJN_01455	xpt	Cluster_142684
Operon966	BOHGMGJN_01456	Unknown_Gene	Cluster_132156
Operon967	BOHGMGJN_01457	Unknown_Gene	Cluster_25147
Operon968	BOHGMGJN_01458	Unknown_Gene	Cluster_91587
Operon969	BOHGMGJN_01459	puuR_1	Cluster_109797
Operon970	BOHGMGJN_01460	dadX	Cluster_86937
Operon971	BOHGMGJN_01461	dadA1_1	Cluster_80004
Operon972	BOHGMGJN_01462	lrp_2	Cluster_80004
Operon973	BOHGMGJN_01463	Unknown_Gene	Cluster_86956
Operon974	BOHGMGJN_01464	puuB_2	Cluster_86956
Operon975	BOHGMGJN_01465	Unknown_Gene	Cluster_69054
Operon976	BOHGMGJN_01466	norG_1	Cluster_69054
Operon977	BOHGMGJN_01467	clsC	Cluster_145185
Operon978	BOHGMGJN_01468	ycaD_1	Cluster_109751
Operon979	BOHGMGJN_01469	puuC_1	Cluster_61090
Operon980	BOHGMGJN_01470	Unknown_Gene	Cluster_61090
Operon980	BOHGMGJN_01471	Unknown_Gene	Cluster_61090
Operon981	BOHGMGJN_01472	rpmG	Cluster_22519
Operon981	BOHGMGJN_01473	rpmB	Cluster_22519
Operon982	BOHGMGJN_01474	dppA_1	Cluster_22519
Operon983	BOHGMGJN_01475	Unknown_Gene	Cluster_117548
Operon984	BOHGMGJN_01476	coaBC	Cluster_117548
Operon984	BOHGMGJN_01477	dut	Cluster_117548
Operon985	BOHGMGJN_01478	algC	Cluster_101193
Operon985	BOHGMGJN_01479	argB	Cluster_101193
Operon986	BOHGMGJN_01480	pyrE	Cluster_130037
Operon987	BOHGMGJN_01481	exoA	Cluster_130037
Operon988	BOHGMGJN_01482	Unknown_Gene	Cluster_49625
Operon988	BOHGMGJN_01483	rph	Cluster_49625
Operon989	BOHGMGJN_01484	Unknown_Gene	Cluster_49625
Operon989	BOHGMGJN_01485	gmk	Cluster_49625
Operon990	BOHGMGJN_01486	Unknown_Gene	Cluster_103439
Operon991	BOHGMGJN_01487	puuD_1	Cluster_56874
Operon991	BOHGMGJN_01488	puuA_3	Cluster_56874
Operon992	BOHGMGJN_01489	hdfR_3	Cluster_56874
Operon993	BOHGMGJN_01490	rpoZ	Cluster_46073
Operon994	BOHGMGJN_01491	spoT	Cluster_146836
Operon994	BOHGMGJN_01492	yabJ_1	Cluster_146836
Operon995	BOHGMGJN_01493	Unknown_Gene	Cluster_148530
Operon996	BOHGMGJN_01494	Unknown_Gene	Cluster_63240
Operon997	BOHGMGJN_01495	tolQ_2	Cluster_63240
Operon997	BOHGMGJN_01496	exbD_1	Cluster_63240
Operon997	BOHGMGJN_01497	Unknown_Gene	Cluster_63240
Operon998	BOHGMGJN_01498	oxyR	Cluster_120981
Operon998	BOHGMGJN_01499	recG	Cluster_120981
Operon999	BOHGMGJN_01500	Unknown_Gene	Cluster_132121
Operon1000	BOHGMGJN_01501	Unknown_Gene	Cluster_84004
Operon1001	BOHGMGJN_01502	hupB_1	Cluster_64933
Operon1002	BOHGMGJN_01503	alkT	Cluster_50602
Operon1002	BOHGMGJN_01504	rubA1	Cluster_50602
Operon1003	BOHGMGJN_01505	ubiC	Cluster_50602
Operon1003	BOHGMGJN_01506	ubiA	Cluster_50602
Operon1004	BOHGMGJN_01507	Unknown_Gene	Cluster_71041
Operon1005	BOHGMGJN_01508	phoB	Cluster_71041
Operon1005	BOHGMGJN_01509	phoR	Cluster_71041
Operon1006	BOHGMGJN_01510	Unknown_Gene	Cluster_71107
Operon1007	BOHGMGJN_01511	Unknown_Gene	Cluster_85733
Operon1008	BOHGMGJN_01512	cheB_3	Cluster_75804
Operon1009	BOHGMGJN_01513	phoU	Cluster_116170
Operon1010	BOHGMGJN_01514	pstB	Cluster_135803
Operon1011	BOHGMGJN_01515	Unknown_Gene	Cluster_89774
Operon1011	BOHGMGJN_01516	Unknown_Gene	Cluster_89774
Operon1012	BOHGMGJN_01517	pstS_1	Cluster_46978
Operon1013	BOHGMGJN_01518	abaF_1	Cluster_22769
Operon1014	BOHGMGJN_01519	Unknown_Gene	Cluster_22769
Operon1015	BOHGMGJN_01520	yeaD_1	Cluster_137416
Operon1016	BOHGMGJN_01521	Unknown_Gene	Cluster_155301
Operon1016	BOHGMGJN_01522	Unknown_Gene	Cluster_155301
Operon1017	BOHGMGJN_01523	purK	Cluster_38182
Operon1017	BOHGMGJN_01524	purE	Cluster_38182
Operon1018	BOHGMGJN_01525	Unknown_Gene	Cluster_38182
Operon1019	BOHGMGJN_01526	yjiE	Cluster_83973
Operon1020	BOHGMGJN_01527	aspA	Cluster_83973
Operon1021	BOHGMGJN_01528	Unknown_Gene	Cluster_48749
Operon1022	BOHGMGJN_01529	aphA	Cluster_32619
Operon1022	BOHGMGJN_01530	spuD_2	Cluster_32619
Operon1023	BOHGMGJN_01531	gabR_1	Cluster_123133
Operon1024	BOHGMGJN_01532	paiB	Cluster_123133
Operon1024	BOHGMGJN_01533	Unknown_Gene	Cluster_123133
Operon1024	BOHGMGJN_01534	Unknown_Gene	Cluster_123133
Operon1025	BOHGMGJN_01535	oadA	Cluster_63619
Operon1025	BOHGMGJN_01536	cfiB	Cluster_63619
Operon1026	BOHGMGJN_01537	cmpR_5	Cluster_63619
Operon1027	BOHGMGJN_01538	Unknown_Gene	Cluster_54312
Operon1028	BOHGMGJN_01539	Unknown_Gene	Cluster_54312
Operon1028	BOHGMGJN_01540	Unknown_Gene	Cluster_54312
Operon1029	BOHGMGJN_01541	hexR_1	Cluster_114663
Operon1030	BOHGMGJN_01542	zwf_1	Cluster_114663
Operon1031	BOHGMGJN_01543	uvrD	Cluster_54371
Operon1032	BOHGMGJN_01544	Unknown_Gene	Cluster_94428
Operon1033	BOHGMGJN_01545	Unknown_Gene	Cluster_106279
Operon1034	BOHGMGJN_01546	kefB	Cluster_25258
Operon1035	BOHGMGJN_01547	Unknown_Gene	Cluster_25258
Operon1036	BOHGMGJN_01548	pdxY	Cluster_102158
Operon1037	BOHGMGJN_01549	Unknown_Gene	Cluster_102158
Operon1038	BOHGMGJN_01550	yeiR	Cluster_161032
Operon1038	BOHGMGJN_01551	Unknown_Gene	Cluster_161032
Operon1038	BOHGMGJN_01552	yciC	Cluster_161032
Operon1039	BOHGMGJN_01553	Unknown_Gene	Cluster_106947
Operon1040	BOHGMGJN_01554	Unknown_Gene	Cluster_93721
Operon1041	BOHGMGJN_01555	clsA	Cluster_93721
Operon1042	BOHGMGJN_01556	COQ3_2	Cluster_56499
Operon1043	BOHGMGJN_01557	lpd3	Cluster_56499
Operon1044	BOHGMGJN_01558	ycaD_2	Cluster_130057
Operon1045	BOHGMGJN_01559	eutQ	Cluster_19047
Operon1045	BOHGMGJN_01560	puuB_3	Cluster_19047
Operon1045	BOHGMGJN_01561	norW	Cluster_19047
Operon1045	BOHGMGJN_01562	gbsA	Cluster_19047
Operon1045	BOHGMGJN_01563	yeaW	Cluster_19047
Operon1046	BOHGMGJN_01564	Unknown_Gene	Cluster_19047
Operon1047	BOHGMGJN_01565	gcvA_5	Cluster_40129
Operon1048	BOHGMGJN_01566	fadD_1	Cluster_87599
Operon1049	BOHGMGJN_01567	Unknown_Gene	Cluster_123853
Operon1049	BOHGMGJN_01568	hcf136_1	Cluster_123853
Operon1050	BOHGMGJN_01569	Unknown_Gene	Cluster_76307
Operon1050	BOHGMGJN_01570	Unknown_Gene	Cluster_76307
Operon1051	BOHGMGJN_01571	rutD_2	Cluster_25071
Operon1052	BOHGMGJN_01572	Unknown_Gene	Cluster_25071
Operon1053	BOHGMGJN_01573	Unknown_Gene	Cluster_77840
Operon1053	BOHGMGJN_01574	Unknown_Gene	Cluster_77840
Operon1054	BOHGMGJN_01575	glmS	Cluster_61195
Operon1054	BOHGMGJN_01576	srlR	Cluster_61195
Operon1055	BOHGMGJN_01577	glmU	Cluster_100310
Operon1056	BOHGMGJN_01578	atpC	Cluster_158281
Operon1056	BOHGMGJN_01579	atpD	Cluster_158281
Operon1056	BOHGMGJN_01580	atpG	Cluster_158281
Operon1056	BOHGMGJN_01581	atpA	Cluster_158281
Operon1056	BOHGMGJN_01582	atpH_1	Cluster_158281
Operon1056	BOHGMGJN_01583	atpF	Cluster_158281
Operon1057	BOHGMGJN_01584	atpH_2	Cluster_85917
Operon1058	BOHGMGJN_01585	atpB	Cluster_83980
Operon1058	BOHGMGJN_01586	Unknown_Gene	Cluster_83980
Operon1059	BOHGMGJN_01587	parB	Cluster_6027
Operon1059	BOHGMGJN_01588	parA_1	Cluster_6027
Operon1059	BOHGMGJN_01589	rsmG	Cluster_6027
Operon1059	BOHGMGJN_01590	mnmG	Cluster_6027
Operon1060	BOHGMGJN_01591	mnmE	Cluster_124059
Operon1061	BOHGMGJN_01592	yidC	Cluster_45519
Operon1062	BOHGMGJN_01593	rnpA	Cluster_7288
Operon1062	BOHGMGJN_01594	rpmH	Cluster_7288
Operon1063	BOHGMGJN_01595	dnaA	Cluster_7288
Operon1063	BOHGMGJN_01596	dnaN	Cluster_7288
Operon1063	BOHGMGJN_01597	recF	Cluster_7288
Operon1063	BOHGMGJN_01598	gyrB	Cluster_7288
Operon1064	BOHGMGJN_01599	Unknown_Gene	Cluster_1646
Operon1064	BOHGMGJN_01600	Unknown_Gene	Cluster_1646
Operon1064	BOHGMGJN_01601	Unknown_Gene	Cluster_1646
Operon1065	BOHGMGJN_01602	Unknown_Gene	Cluster_134275
Operon1066	BOHGMGJN_01603	Unknown_Gene	Cluster_149291
Operon1067	BOHGMGJN_01604	Unknown_Gene	Cluster_136518
Operon1068	BOHGMGJN_01605	Unknown_Gene	Cluster_136518
Operon1069	BOHGMGJN_01606	Unknown_Gene	Cluster_67134
Operon1069	BOHGMGJN_01607	Unknown_Gene	Cluster_67134
Operon1069	BOHGMGJN_01608	copB_1	Cluster_67134
Operon1069	BOHGMGJN_01609	Unknown_Gene	Cluster_67134
Operon1069	BOHGMGJN_01610	copA_1	Cluster_67134
Operon1070	BOHGMGJN_01611	Unknown_Gene	Cluster_74758
Operon1071	BOHGMGJN_01612	copR_2	Cluster_74758
Operon1071	BOHGMGJN_01613	sasA_5	Cluster_74758
Operon1072	BOHGMGJN_01614	Unknown_Gene	Cluster_13479
Operon1072	BOHGMGJN_01615	Unknown_Gene	Cluster_13479
Operon1072	BOHGMGJN_01616	cusA	Cluster_13479
Operon1072	BOHGMGJN_01617	Unknown_Gene	Cluster_13479
Operon1073	BOHGMGJN_01618	Unknown_Gene	Cluster_90558
Operon1073	BOHGMGJN_01619	Unknown_Gene	Cluster_90558
Operon1073	BOHGMGJN_01620	Unknown_Gene	Cluster_90558
Operon1074	BOHGMGJN_01621	Unknown_Gene	Cluster_39374
Operon1075	BOHGMGJN_01622	Unknown_Gene	Cluster_25691
Operon1076	BOHGMGJN_01623	silP	NO_CLUSTER_ASSOCIATION_FOUND
Operon1077	BOHGMGJN_01624	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1078	BOHGMGJN_01625	Unknown_Gene	Cluster_49095
Operon1079	BOHGMGJN_01626	cobB	Cluster_57527
Operon1080	BOHGMGJN_01627	Unknown_Gene	Cluster_57527
Operon1081	BOHGMGJN_01628	Unknown_Gene	Cluster_1269
Operon1082	BOHGMGJN_01629	Unknown_Gene	Cluster_10338
Operon1083	BOHGMGJN_01630	Unknown_Gene	Cluster_55075
Operon1084	BOHGMGJN_01631	Unknown_Gene	Cluster_126659
Operon1085	BOHGMGJN_01632	Unknown_Gene	Cluster_15931
Operon1085	BOHGMGJN_01633	Unknown_Gene	Cluster_15931
Operon1086	BOHGMGJN_01634	Unknown_Gene	Cluster_143504
Operon1087	BOHGMGJN_01635	Unknown_Gene	Cluster_58335
Operon1088	BOHGMGJN_01636	Unknown_Gene	Cluster_15316
Operon1089	BOHGMGJN_01637	Unknown_Gene	Cluster_101360
Operon1090	BOHGMGJN_01638	eptA_1	Cluster_1179
Operon1091	BOHGMGJN_01639	czcD_2	Cluster_1179
Operon1092	BOHGMGJN_01640	Unknown_Gene	Cluster_79304
Operon1093	BOHGMGJN_01641	Unknown_Gene	Cluster_2999
Operon1094	BOHGMGJN_01642	czcR_2	Cluster_2999
Operon1094	BOHGMGJN_01643	cusS_1	Cluster_2999
Operon1095	BOHGMGJN_01644	Unknown_Gene	Cluster_39140
Operon1096	BOHGMGJN_01645	Unknown_Gene	Cluster_39140
Operon1097	BOHGMGJN_01646	arnT_1	Cluster_18262
Operon1097	BOHGMGJN_01647	Unknown_Gene	Cluster_18262
Operon1097	BOHGMGJN_01648	Unknown_Gene	Cluster_18262
Operon1098	BOHGMGJN_01649	Unknown_Gene	Cluster_18262
Operon1099	BOHGMGJN_01650	oprP	Cluster_55773
Operon1100	BOHGMGJN_01651	Unknown_Gene	Cluster_32390
Operon1101	BOHGMGJN_01652	Unknown_Gene	Cluster_97003
Operon1102	BOHGMGJN_01653	cadA_2	Cluster_58772
Operon1103	BOHGMGJN_01654	Unknown_Gene	Cluster_76759
Operon1104	BOHGMGJN_01655	czcA_3	Cluster_139613
Operon1104	BOHGMGJN_01656	czcB_2	Cluster_139613
Operon1105	BOHGMGJN_01657	czcC_1	Cluster_18496
Operon1106	BOHGMGJN_01658	oprD_2	Cluster_18496
Operon1107	BOHGMGJN_01659	czcR_3	Cluster_12245
Operon1108	BOHGMGJN_01660	Unknown_Gene	Cluster_104460
Operon1109	BOHGMGJN_01661	Unknown_Gene	Cluster_64060
Operon1110	BOHGMGJN_01662	Unknown_Gene	Cluster_153026
Operon1111	BOHGMGJN_01663	Unknown_Gene	Cluster_2357
Operon1112	BOHGMGJN_01664	Unknown_Gene	Cluster_95125
Operon1113	BOHGMGJN_01665	norR_1	Cluster_51619
Operon1114	BOHGMGJN_01666	Unknown_Gene	Cluster_51619
Operon1114	BOHGMGJN_01667	Unknown_Gene	Cluster_51619
Operon1114	BOHGMGJN_01668	Unknown_Gene	Cluster_51619
Operon1115	BOHGMGJN_01669	gcvA_6	Cluster_47833
Operon1116	BOHGMGJN_01670	alkJ	Cluster_47833
Operon1117	BOHGMGJN_01671	nanT_1	Cluster_118221
Operon1118	BOHGMGJN_01672	Unknown_Gene	Cluster_156113
Operon1118	BOHGMGJN_01673	gmhB	Cluster_156113
Operon1118	BOHGMGJN_01674	glyS	Cluster_156113
Operon1118	BOHGMGJN_01675	glyQ	Cluster_156113
Operon1119	BOHGMGJN_01676	tag	Cluster_126047
Operon1119	BOHGMGJN_01677	lpxP	Cluster_126047
Operon1120	BOHGMGJN_01678	Unknown_Gene	Cluster_144713
Operon1120	BOHGMGJN_01679	trkA	Cluster_144713
