This file lists every transcription factor binding IGR proposed to regulate an operon, and statistics for the operon composition for each regulatory occurrence of the IGR
If IGR occurrence isn't associated to an operon, it isnt included when calculating statistics
IGR = ClusterID, AVG_OP_LEN = Average number of genes per operon to 3 D.P,TF = Name of TF(s) IGR binds separated by comma, TOTAL_ASSOC = Number of IGR occurrences associated to operon(s), GENE = Name of gene if known, OCC_IN_OPERON = Number of operons associated to IGR bearing gene
IGR	AVG_OP_LEN	TF	TOTAL_ASSOCS	GENE	OCC_IN_OPERON	PERCENT_OPERONS
Cluster_74325	1.0	ArgR	9	argG	9	100.0
Cluster_3457	13.235	ColR	17	mraZ	17	100.0
Cluster_3457	13.235	ColR	17	rsmH	17	100.0
Cluster_3457	13.235	ColR	17	ftsL	17	100.0
Cluster_3457	13.235	ColR	17	ftsI	16	94.118
Cluster_3457	13.235	ColR	17	murE	16	94.118
Cluster_3457	13.235	ColR	17	murF	16	94.118
Cluster_3457	13.235	ColR	17	mraY	16	94.118
Cluster_3457	13.235	ColR	17	murD	16	94.118
Cluster_3457	13.235	ColR	17	ftsW	16	94.118
Cluster_3457	13.235	ColR	17	murG	15	88.235
Cluster_3457	13.235	ColR	17	murC	16	94.118
Cluster_3457	13.235	ColR	17	ddl	16	94.118
Cluster_3457	13.235	ColR	17	ftsQ	15	88.235
Cluster_3457	13.235	ColR	17	ftsA	15	88.235
Cluster_3457	13.235	ColR	17	murG_1	1	5.882
Cluster_21644	1.067	ArgR	15	gltB_2	1	6.667
Cluster_21644	1.067	ArgR	15	gltB_3	1	6.667
Cluster_21644	1.067	ArgR	15	gltB	14	93.333
Cluster_45042	2.0	LexA,PsrA	3	lexA	1	33.333
Cluster_45042	2.0	LexA,PsrA	3	nagZ	1	33.333
Cluster_45042	2.0	LexA,PsrA	3	Unknown_Gene	1	33.333
Cluster_45042	2.0	LexA,PsrA	3	lexA_2	1	33.333
Cluster_45042	2.0	LexA,PsrA	3	sulA	1	33.333
Cluster_17026	1.0	PtxS	1	kdgR	1	100.0
Cluster_22219	1.0	Zur	1	Unknown_Gene	1	100.0
Cluster_63821	1.5	Zur	4	Unknown_Gene	4	100.0
Cluster_63821	1.5	Zur	4	mntC	1	25.0
Cluster_63821	1.5	Zur	4	znuC_1	1	25.0
Cluster_67653	1.333	Zur	3	btuB_1	1	33.333
Cluster_67653	1.333	Zur	3	Unknown_Gene	2	66.667
Cluster_50630	1.0	LexA	4	Unknown_Gene	2	50.0
Cluster_50630	1.0	LexA	4	psiE	2	50.0
Cluster_42955	1.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_36751	1.0	LexA	3	tyrB_2	2	66.667
Cluster_36751	1.0	LexA	3	uvrB	1	33.333
Cluster_145239	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_142785	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_8762	1.0	PcaR	4	pcaR	2	50.0
Cluster_8762	1.0	PcaR	4	Unknown_Gene	2	50.0
Cluster_3288	1.0	Zur	1	yciC	1	100.0
Cluster_33821	1.098	PsrA	41	dmdC_1	6	14.634
Cluster_33821	1.098	PsrA	41	dmdC_4	9	21.951
Cluster_33821	1.098	PsrA	41	Unknown_Gene	2	4.878
Cluster_33821	1.098	PsrA	41	dmdC_6	3	7.317
Cluster_33821	1.098	PsrA	41	dmdC_5	5	12.195
Cluster_33821	1.098	PsrA	41	dmdC_3	13	31.707
Cluster_33821	1.098	PsrA	41	dmdC_2	6	14.634
Cluster_23100	1.0	ArgR	8	dppA_3	4	50.0
Cluster_23100	1.0	ArgR	8	dppA_1	3	37.5
Cluster_23100	1.0	ArgR	8	dppA_2	1	12.5
Cluster_98721	5.4	Fur	10	Unknown_Gene	10	100.0
Cluster_98721	5.4	Fur	10	fumC_1	8	80.0
Cluster_98721	5.4	Fur	10	sodB_1	7	70.0
Cluster_98721	5.4	Fur	10	zupT_1	8	80.0
Cluster_98721	5.4	Fur	10	fumC_2	4	40.0
Cluster_98721	5.4	Fur	10	sodB_2	3	30.0
Cluster_98721	5.4	Fur	10	fumC_3	1	10.0
Cluster_98721	5.4	Fur	10	zupT_2	2	20.0
Cluster_6283	2.0	PsrA	7	fadB	6	85.714
Cluster_6283	2.0	PsrA	7	fadA_1	5	71.429
Cluster_6283	2.0	PsrA	7	fadA_2	2	28.571
Cluster_6283	2.0	PsrA	7	fadB_2	1	14.286
Cluster_15501	1.0	LexA	4	Unknown_Gene	4	100.0
Cluster_21148	2.0	LexA	2	Unknown_Gene	2	100.0
Cluster_11106	1.0	ColR	94	Unknown_Gene	94	100.0
Cluster_44036	2.562	PcaR	16	aroE_2	4	25.0
Cluster_44036	2.562	PcaR	16	aroQ_1	5	31.25
Cluster_44036	2.562	PcaR	16	czcC_1	4	25.0
Cluster_44036	2.562	PcaR	16	czcB_1	4	25.0
Cluster_44036	2.562	PcaR	16	czcA_1	4	25.0
Cluster_44036	2.562	PcaR	16	czcA_4	1	6.25
Cluster_44036	2.562	PcaR	16	czcB_3	2	12.5
Cluster_44036	2.562	PcaR	16	czcC_2	4	25.0
Cluster_44036	2.562	PcaR	16	aroQ_3	3	18.75
Cluster_44036	2.562	PcaR	16	aroE_4	2	12.5
Cluster_44036	2.562	PcaR	16	czcB_2	2	12.5
Cluster_44036	2.562	PcaR	16	czcA_2	1	6.25
Cluster_44036	2.562	PcaR	16	aroE_5	1	6.25
Cluster_44036	2.562	PcaR	16	czcA_5	1	6.25
Cluster_44036	2.562	PcaR	16	aroE_3	1	6.25
Cluster_44036	2.562	PcaR	16	czcA_3	1	6.25
Cluster_44036	2.562	PcaR	16	mdtA_3	1	6.25
Cluster_65504	1.0	Zur	22	Unknown_Gene	22	100.0
Cluster_81740	1.938	PcaR	16	pcaR_1	4	25.0
Cluster_81740	1.938	PcaR	16	Unknown_Gene	6	37.5
Cluster_81740	1.938	PcaR	16	aroE_4	1	6.25
Cluster_81740	1.938	PcaR	16	aroE_5	1	6.25
Cluster_81740	1.938	PcaR	16	pcaU	1	6.25
Cluster_81740	1.938	PcaR	16	pcaR_2	4	25.0
Cluster_81740	1.938	PcaR	16	aroE_3	2	12.5
Cluster_81740	1.938	PcaR	16	kstD_2	4	25.0
Cluster_81740	1.938	PcaR	16	ksdD	4	25.0
Cluster_81740	1.938	PcaR	16	aroE_2	2	12.5
Cluster_81740	1.938	PcaR	16	aroE_1	1	6.25
Cluster_81740	1.938	PcaR	16	pcaR_3	1	6.25
Cluster_21085	2.0	LexA	6	fan1	6	100.0
Cluster_21085	2.0	LexA	6	dinG_2	2	33.333
Cluster_21085	2.0	LexA	6	dinG_4	2	33.333
Cluster_21085	2.0	LexA	6	dinG_1	1	16.667
Cluster_21085	2.0	LexA	6	dinG_3	1	16.667
Cluster_86412	1.531	LexA	96	Unknown_Gene	48	50.0
Cluster_86412	1.531	LexA	96	mqo_2	16	16.667
Cluster_86412	1.531	LexA	96	mqo_3	21	21.875
Cluster_86412	1.531	LexA	96	mqo_1	13	13.542
Cluster_86412	1.531	LexA	96	mqo_4	1	1.042
Cluster_9988	1.0	LexA	4	Unknown_Gene	4	100.0
Cluster_84560	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_37505	2.444	PtxS	18	Unknown_Gene	18	100.0
Cluster_37505	2.444	PtxS	18	ais_1	5	27.778
Cluster_37505	2.444	PtxS	18	ais_2	4	22.222
Cluster_24713	1.0	PtxS	10	kdgR_1	3	30.0
Cluster_24713	1.0	PtxS	10	kdgR_2	3	30.0
Cluster_24713	1.0	PtxS	10	kdgR_3	4	40.0
Cluster_139244	2.0	PtxS	47	Unknown_Gene	47	100.0
Cluster_139244	2.0	PtxS	47	kdgK	46	97.872
Cluster_78978	1.0	LasR	4	rarA_1	1	25.0
Cluster_78978	1.0	LasR	4	rarA_2	3	75.0
Cluster_99423	1.026	PsrA	38	Unknown_Gene	19	50.0
Cluster_99423	1.026	PsrA	38	hin_2	8	21.053
Cluster_99423	1.026	PsrA	38	hin_3	4	10.526
Cluster_99423	1.026	PsrA	38	hin_1	6	15.789
Cluster_99423	1.026	PsrA	38	hin	1	2.632
Cluster_46404	1.05	LexA	20	Unknown_Gene	20	100.0
Cluster_68160	1.0	ColR	1	Unknown_Gene	1	100.0
Cluster_114085	1.0	AmrZ	2	Unknown_Gene	2	100.0
Cluster_74333	2.0	LexA	1	Unknown_Gene	1	100.0
Cluster_11786	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_90022	1.5	LexA	72	btuB_6	6	8.333
Cluster_90022	1.5	LexA	72	Unknown_Gene	36	50.0
Cluster_90022	1.5	LexA	72	dns	9	12.5
Cluster_90022	1.5	LexA	72	nucM	27	37.5
Cluster_90022	1.5	LexA	72	btuB_3	2	2.778
Cluster_90022	1.5	LexA	72	btuB_5	1	1.389
Cluster_90022	1.5	LexA	72	btuB_9	6	8.333
Cluster_90022	1.5	LexA	72	btuB_7	3	4.167
Cluster_90022	1.5	LexA	72	btuB_4	3	4.167
Cluster_90022	1.5	LexA	72	btuB_1	3	4.167
Cluster_90022	1.5	LexA	72	btuB_10	5	6.944
Cluster_90022	1.5	LexA	72	btuB_8	6	8.333
Cluster_90022	1.5	LexA	72	btuB_2	1	1.389
Cluster_13264	1.5	PcaR	46	Unknown_Gene	23	50.0
Cluster_13264	1.5	PcaR	46	pcaI	23	50.0
Cluster_13264	1.5	PcaR	46	pcaJ	22	47.826
Cluster_13264	1.5	PcaR	46	pcaJ_2	1	2.174
Cluster_67191	1.0	ArgR	19	aruC	9	47.368
Cluster_67191	1.0	ArgR	19	Unknown_Gene	10	52.632
Cluster_54078	1.0	LexA	96	dinB	42	43.75
Cluster_54078	1.0	LexA	96	Unknown_Gene	48	50.0
Cluster_54078	1.0	LexA	96	dinB_3	1	1.042
Cluster_54078	1.0	LexA	96	dinB_2	2	2.083
Cluster_54078	1.0	LexA	96	dinB_1	3	3.125
Cluster_64981	1.045	ArgR	22	argG	21	95.455
Cluster_64981	1.045	ArgR	22	argG_1	1	4.545
Cluster_64981	1.045	ArgR	22	argG_2	1	4.545
Cluster_25555	1.0	ColR	20	Unknown_Gene	20	100.0
Cluster_59882	1.2	PcaR	10	pcaF	5	50.0
Cluster_59882	1.2	PcaR	10	pcaF_1	3	30.0
Cluster_59882	1.2	PcaR	10	pcaF_2	3	30.0
Cluster_59882	1.2	PcaR	10	fadA_3	1	10.0
Cluster_13091	1.012	PcaR	86	pcaR_3	2	2.326
Cluster_13091	1.012	PcaR	86	Unknown_Gene	43	50.0
Cluster_13091	1.012	PcaR	86	pcaR_1	20	23.256
Cluster_13091	1.012	PcaR	86	pcaR_2	20	23.256
Cluster_13091	1.012	PcaR	86	pcaR	2	2.326
Cluster_1364	1.111	AmrZ	9	algD	8	88.889
Cluster_1364	1.111	AmrZ	9	algD_1	1	11.111
Cluster_1364	1.111	AmrZ	9	algD_2	1	11.111
Cluster_28509	1.056	LexA	18	Unknown_Gene	13	72.222
Cluster_28509	1.056	LexA	18	psiE	6	33.333
Cluster_62834	1.053	LexA	19	grpE	10	52.632
Cluster_62834	1.053	LexA	19	recN	8	42.105
Cluster_62834	1.053	LexA	19	recN_1	1	5.263
Cluster_62834	1.053	LexA	19	recN_2	1	5.263
Cluster_74817	1.0	LexA	9	uvrD	9	100.0
Cluster_8201	1.0	PcaR	10	Unknown_Gene	5	50.0
Cluster_8201	1.0	PcaR	10	pcaR	5	50.0
Cluster_40871	3.1	PcaR	10	catI	10	100.0
Cluster_40871	3.1	PcaR	10	catJ	10	100.0
Cluster_40871	3.1	PcaR	10	fadA_1	1	10.0
Cluster_40871	3.1	PcaR	10	pcaF	10	100.0
Cluster_40791	1.0	PcaR	10	nicP_1	2	20.0
Cluster_40791	1.0	PcaR	10	nicP_5	1	10.0
Cluster_40791	1.0	PcaR	10	nicP_2	4	40.0
Cluster_40791	1.0	PcaR	10	nicP_3	3	30.0
Cluster_27517	1.0	ColR	20	Unknown_Gene	20	100.0
Cluster_69329	1.5	Zur	24	Unknown_Gene	24	100.0
Cluster_53355	1.0	AmrZ	24	Unknown_Gene	24	100.0
Cluster_143626	1.077	LexA	13	Unknown_Gene	13	100.0
Cluster_46238	1.0	LexA	26	Unknown_Gene	13	50.0
Cluster_46238	1.0	LexA	26	psiE	13	50.0
Cluster_130090	1.0	LexA	10	Unknown_Gene	10	100.0
Cluster_87008	1.0	CueR	26	copZ	13	50.0
Cluster_87008	1.0	CueR	26	Unknown_Gene	13	50.0
Cluster_111575	1.0	ColR	11	fecA	5	45.455
Cluster_111575	1.0	ColR	11	fecA_1	3	27.273
Cluster_111575	1.0	ColR	11	fecA_3	1	9.091
Cluster_111575	1.0	ColR	11	fecA_2	2	18.182
Cluster_26601	1.0	ArgR	10	dppA_3	2	20.0
Cluster_26601	1.0	ArgR	10	dppA_1	1	10.0
Cluster_26601	1.0	ArgR	10	dppA_4	4	40.0
Cluster_26601	1.0	ArgR	10	dppA_2	3	30.0
Cluster_12583	1.0	ColR	20	cntO_1	2	10.0
Cluster_12583	1.0	ColR	20	oprD_4	1	5.0
Cluster_12583	1.0	ColR	20	oprD_6	2	10.0
Cluster_12583	1.0	ColR	20	cntO_5	2	10.0
Cluster_12583	1.0	ColR	20	cntO_2	2	10.0
Cluster_12583	1.0	ColR	20	oprD_2	6	30.0
Cluster_12583	1.0	ColR	20	cntO_4	2	10.0
Cluster_12583	1.0	ColR	20	cntO_3	2	10.0
Cluster_12583	1.0	ColR	20	oprD_3	1	5.0
Cluster_134389	1.0	ColR	13	dgkA	13	100.0
Cluster_112674	1.0	LexA	16	recA	15	93.75
Cluster_112674	1.0	LexA	16	recA_2	1	6.25
Cluster_97363	2.0	Zur	10	Unknown_Gene	10	100.0
Cluster_97363	2.0	Zur	10	oprD_5	8	80.0
Cluster_97363	2.0	Zur	10	oprD_2	1	10.0
Cluster_97363	2.0	Zur	10	oprD_6	1	10.0
Cluster_86402	1.0	AmrZ	10	Unknown_Gene	10	100.0
Cluster_91240	1.077	AmrZ	13	aer_3	1	7.692
Cluster_91240	1.077	AmrZ	13	aer_2	10	76.923
Cluster_91240	1.077	AmrZ	13	mcpU_3	1	7.692
Cluster_91240	1.077	AmrZ	13	aer_1	2	15.385
Cluster_27693	1.0	ArgR	10	aruC	10	100.0
Cluster_25556	2.0	AmrZ	1	Unknown_Gene	1	100.0
Cluster_25556	2.0	AmrZ	1	xerC_2	1	100.0
Cluster_3930	1.5	ArgR	20	slyX	10	50.0
Cluster_3930	1.5	ArgR	20	Unknown_Gene	10	50.0
Cluster_3930	1.5	ArgR	20	oprD_6	1	5.0
Cluster_3930	1.5	ArgR	20	oprD_4	2	10.0
Cluster_3930	1.5	ArgR	20	oprD_3	6	30.0
Cluster_3930	1.5	ArgR	20	oprD_1	1	5.0
Cluster_54060	1.0	LexA	20	dinB	9	45.0
Cluster_54060	1.0	LexA	20	Unknown_Gene	10	50.0
Cluster_54060	1.0	LexA	20	dinB_1	1	5.0
Cluster_75853	1.0	AmrZ	16	cheB_1	6	37.5
Cluster_75853	1.0	AmrZ	16	cheB_8	1	6.25
Cluster_75853	1.0	AmrZ	16	cheB_5	3	18.75
Cluster_75853	1.0	AmrZ	16	cheB_2	4	25.0
Cluster_75853	1.0	AmrZ	16	cheB_4	2	12.5
Cluster_110503	1.0	Zur	20	yciC	10	50.0
Cluster_110503	1.0	Zur	20	folE2	10	50.0
Cluster_62086	1.0	LexA	26	grpE	13	50.0
Cluster_62086	1.0	LexA	26	recN	13	50.0
Cluster_129394	2.538	PtxS	13	kdgK	13	100.0
Cluster_129394	2.538	PtxS	13	Unknown_Gene	13	100.0
Cluster_68947	1.0	PtxS	10	kdgR	10	100.0
Cluster_6977	2.5	ArgR	20	occM_3	1	5.0
Cluster_6977	2.5	ArgR	20	artQ	10	50.0
Cluster_6977	2.5	ArgR	20	artJ	10	50.0
Cluster_6977	2.5	ArgR	20	occP	10	50.0
Cluster_6977	2.5	ArgR	20	gabP_2	7	35.0
Cluster_6977	2.5	ArgR	20	gabP_4	1	5.0
Cluster_6977	2.5	ArgR	20	occM_6	1	5.0
Cluster_6977	2.5	ArgR	20	gabP_3	1	5.0
Cluster_6977	2.5	ArgR	20	occM_4	1	5.0
Cluster_6977	2.5	ArgR	20	occM_2	5	25.0
Cluster_6977	2.5	ArgR	20	occM_1	2	10.0
Cluster_6977	2.5	ArgR	20	gabP_1	1	5.0
Cluster_50955	1.0	ColR	14	gloA	14	100.0
Cluster_29563	1.0	PvdS	20	Unknown_Gene	10	50.0
Cluster_29563	1.0	PvdS	20	tycC_1	1	5.0
Cluster_29563	1.0	PvdS	20	lgrB_1	3	15.0
Cluster_29563	1.0	PvdS	20	lgrB_2	6	30.0
Cluster_97368	1.0	ArgR	15	argG	15	100.0
Cluster_47559	2.0	LexA	10	Unknown_Gene	10	100.0
Cluster_47559	2.0	LexA	10	nucM	10	100.0
Cluster_38444	1.0	ArgR	13	rssB_6	2	15.385
Cluster_38444	1.0	ArgR	13	rssB_3	1	7.692
Cluster_38444	1.0	ArgR	13	rssB_4	2	15.385
Cluster_38444	1.0	ArgR	13	rssB_5	1	7.692
Cluster_38444	1.0	ArgR	13	rssB_1	5	38.462
Cluster_38444	1.0	ArgR	13	rssB_2	2	15.385
Cluster_34577	1.0	LexA	26	uvrB	12	46.154
Cluster_34577	1.0	LexA	26	tyrB_2	8	30.769
Cluster_34577	1.0	LexA	26	tyrB_1	5	19.231
Cluster_34577	1.0	LexA	26	uvrB_2	1	3.846
Cluster_45536	2.5	LexA,PsrA	20	sulA	10	50.0
Cluster_45536	2.5	LexA,PsrA	20	lexA_2	1	5.0
Cluster_45536	2.5	LexA,PsrA	20	Unknown_Gene	10	50.0
Cluster_45536	2.5	LexA,PsrA	20	nagZ	10	50.0
Cluster_45536	2.5	LexA,PsrA	20	lexA_4	1	5.0
Cluster_45536	2.5	LexA,PsrA	20	lexA_1	1	5.0
Cluster_45536	2.5	LexA,PsrA	20	lexA_3	7	35.0
Cluster_29403	1.0	PsrA	10	dmdC_3	3	30.0
Cluster_29403	1.0	PsrA	10	dmdC_4	1	10.0
Cluster_29403	1.0	PsrA	10	dmdC_2	4	40.0
Cluster_29403	1.0	PsrA	10	dmdC_1	2	20.0
Cluster_95963	2.036	Zur	28	Unknown_Gene	28	100.0
Cluster_95963	2.036	Zur	28	ytrE	13	46.429
Cluster_32283	1.0	LexA	66	Unknown_Gene	33	50.0
Cluster_32283	1.0	LexA	66	psiE	33	50.0
Cluster_35444	1.062	PcaR	32	pcaF	29	90.625
Cluster_35444	1.062	PcaR	32	pcaF_1	2	6.25
Cluster_35444	1.062	PcaR	32	Unknown_Gene	1	3.125
Cluster_35444	1.062	PcaR	32	pcaF_2	1	3.125
Cluster_35444	1.062	PcaR	32	pcaF_3	1	3.125
Cluster_25559	1.0	ColR	16	Unknown_Gene	16	100.0
Cluster_41715	1.275	PhhR	51	tyrR_1	13	25.49
Cluster_41715	1.275	PhhR	51	tyrR_3	9	17.647
Cluster_41715	1.275	PhhR	51	tyrR_2	13	25.49
Cluster_41715	1.275	PhhR	51	Unknown_Gene	15	29.412
Cluster_41715	1.275	PhhR	51	phhA	14	27.451
Cluster_41715	1.275	PhhR	51	tyrR_4	1	1.961
Cluster_25059	1.0	ArgR	22	aruC	22	100.0
Cluster_65419	1.5	PvdS	6	cefD	3	50.0
Cluster_65419	1.5	PvdS	6	Unknown_Gene	6	100.0
Cluster_4678	2.0	PcaR	3	Unknown_Gene	3	100.0
Cluster_69604	1.933	LexA	30	Unknown_Gene	30	100.0
Cluster_69604	1.933	LexA	30	yedK_1	16	53.333
Cluster_69604	1.933	LexA	30	yedK_2	12	40.0
Cluster_45537	1.0	LexA	62	Unknown_Gene	62	100.0
Cluster_10198	1.5	PcaR	46	pht2	21	45.652
Cluster_10198	1.5	PcaR	46	tsaM1	18	39.13
Cluster_10198	1.5	PcaR	46	Unknown_Gene	23	50.0
Cluster_10198	1.5	PcaR	46	tsaM1_2	5	10.87
Cluster_10198	1.5	PcaR	46	pht2_2	1	2.174
Cluster_10198	1.5	PcaR	46	pht2_1	1	2.174
Cluster_75867	1.0	AmrZ	37	Unknown_Gene	37	100.0
Cluster_42680	1.0	AmrZ	38	walR	31	81.579
Cluster_42680	1.0	AmrZ	38	walR_2	3	7.895
Cluster_42680	1.0	AmrZ	38	walR_1	3	7.895
Cluster_42680	1.0	AmrZ	38	walR_3	1	2.632
Cluster_86411	1.0	Zur	50	dksA_1	7	14.0
Cluster_86411	1.0	Zur	50	ykgM	25	50.0
Cluster_86411	1.0	Zur	50	dksA_2	9	18.0
Cluster_86411	1.0	Zur	50	dksA_3	7	14.0
Cluster_86411	1.0	Zur	50	dksA_4	1	2.0
Cluster_86411	1.0	Zur	50	dksA_5	1	2.0
Cluster_39084	1.0	PtxS	34	kdgR_2	8	23.529
Cluster_39084	1.0	PtxS	34	kdgR_1	10	29.412
Cluster_39084	1.0	PtxS	34	kdgR_3	16	47.059
Cluster_39900	2.5	PtxS	8	Unknown_Gene	8	100.0
Cluster_39900	2.5	PtxS	8	ais_1	3	37.5
Cluster_39900	2.5	PtxS	8	ais_2	1	12.5
Cluster_37983	1.5	LexA	10	umuC	4	40.0
Cluster_37983	1.5	LexA	10	umuD	4	40.0
Cluster_37983	1.5	LexA	10	Unknown_Gene	5	50.0
Cluster_37983	1.5	LexA	10	umuD_2	1	10.0
Cluster_37983	1.5	LexA	10	umuC_2	1	10.0
Cluster_101531	2.036	LexA	28	dinG_4	2	7.143
Cluster_101531	2.036	LexA	28	fan1	27	96.429
Cluster_101531	2.036	LexA	28	dinG_2	6	21.429
Cluster_101531	2.036	LexA	28	dinG_3	5	17.857
Cluster_101531	2.036	LexA	28	dinG_1	14	50.0
Cluster_101531	2.036	LexA	28	fan1_1	1	3.571
Cluster_101531	2.036	LexA	28	fan1_2	1	3.571
Cluster_101531	2.036	LexA	28	fan1_3	1	3.571
Cluster_36677	2.0	LexA	8	Unknown_Gene	8	100.0
Cluster_57634	1.0	Zur	10	Unknown_Gene	10	100.0
Cluster_27582	2.5	PcaR	58	czcA_2	6	10.345
Cluster_27582	2.5	PcaR	58	czcB_2	13	22.414
Cluster_27582	2.5	PcaR	58	czcC_2	14	24.138
Cluster_27582	2.5	PcaR	58	aroQ_2	14	24.138
Cluster_27582	2.5	PcaR	58	aroE_4	7	12.069
Cluster_27582	2.5	PcaR	58	aroQ_1	9	15.517
Cluster_27582	2.5	PcaR	58	aroE_3	6	10.345
Cluster_27582	2.5	PcaR	58	aroE_2	10	17.241
Cluster_27582	2.5	PcaR	58	czcA_3	6	10.345
Cluster_27582	2.5	PcaR	58	czcA_1	15	25.862
Cluster_27582	2.5	PcaR	58	czcB_1	13	22.414
Cluster_27582	2.5	PcaR	58	czcC_1	13	22.414
Cluster_27582	2.5	PcaR	58	aroQ	6	10.345
Cluster_27582	2.5	PcaR	58	aroE_1	5	8.621
Cluster_27582	2.5	PcaR	58	czcA_4	1	1.724
Cluster_27582	2.5	PcaR	58	czcB	2	3.448
Cluster_27582	2.5	PcaR	58	czcC	2	3.448
Cluster_27582	2.5	PcaR	58	Unknown_Gene	2	3.448
Cluster_27582	2.5	PcaR	58	aroE_5	1	1.724
Cluster_50641	1.0	LasR	28	Unknown_Gene	28	100.0
Cluster_141582	1.0	MexT	22	recX	22	100.0
Cluster_97459	5.0	Fur	31	zupT_2	13	41.935
Cluster_97459	5.0	Fur	31	sodB_2	12	38.71
Cluster_97459	5.0	Fur	31	Unknown_Gene	31	100.0
Cluster_97459	5.0	Fur	31	fumC_2	14	45.161
Cluster_97459	5.0	Fur	31	sodB_1	19	61.29
Cluster_97459	5.0	Fur	31	fumC_1	17	54.839
Cluster_97459	5.0	Fur	31	zupT_1	17	54.839
Cluster_97459	5.0	Fur	31	zupT	1	3.226
Cluster_104245	1.03	LexA	33	uvrD	30	90.909
Cluster_104245	1.03	LexA	33	uvrD_2	1	3.03
Cluster_104245	1.03	LexA	33	uvrD_1	2	6.061
Cluster_104245	1.03	LexA	33	Unknown_Gene	1	3.03
Cluster_22132	1.75	PcaR	4	pcaJ	2	50.0
Cluster_22132	1.75	PcaR	4	pcaI	2	50.0
Cluster_22132	1.75	PcaR	4	Unknown_Gene	2	50.0
Cluster_41407	1.417	PhhR	12	tyrR_3	6	50.0
Cluster_41407	1.417	PhhR	12	tyrR_4	1	8.333
Cluster_41407	1.417	PhhR	12	phhA	4	33.333
Cluster_41407	1.417	PhhR	12	Unknown_Gene	4	33.333
Cluster_41407	1.417	PhhR	12	tyrR_2	1	8.333
Cluster_41407	1.417	PhhR	12	tyrR_1	1	8.333
Cluster_105693	2.0	LexA	3	dinG_2	3	100.0
Cluster_105693	2.0	LexA	3	fan1	3	100.0
Cluster_67676	1.5	LexA	2	Unknown_Gene	1	50.0
Cluster_67676	1.5	LexA	2	umuD_1	1	50.0
Cluster_67676	1.5	LexA	2	umuC_2	1	50.0
Cluster_58848	1.5	LexA	2	btuB_10	1	50.0
Cluster_58848	1.5	LexA	2	Unknown_Gene	1	50.0
Cluster_58848	1.5	LexA	2	nucM_2	1	50.0
Cluster_114106	1.0	LexA	2	Unknown_Gene	1	50.0
Cluster_114106	1.0	LexA	2	umuD_2	1	50.0
Cluster_65840	1.0	Zur	1	Unknown_Gene	1	100.0
Cluster_759	1.0	ArgR	4	Unknown_Gene	4	100.0
Cluster_675	1.0	LexA	1	Unknown_Gene	1	100.0
Cluster_145277	1.0	LexA	7	Unknown_Gene	7	100.0
Cluster_51683	1.0	Zur	3	folE2	2	66.667
Cluster_51683	1.0	Zur	3	yciC	1	33.333
Cluster_119031	1.0	LexA	1	uvrD	1	100.0
Cluster_21649	1.0	ArgR	7	gltB	7	100.0
Cluster_39907	1.0	PsrA	2	dmdC_1	2	100.0
Cluster_62473	1.0	LexA	14	recN	7	50.0
Cluster_62473	1.0	LexA	14	grpE	7	50.0
Cluster_21505	1.0	ArgR	2	dppA_4	1	50.0
Cluster_21505	1.0	ArgR	2	dppA_2	1	50.0
Cluster_8837	5.0	Anr	7	cyoE	7	100.0
Cluster_8837	5.0	Anr	7	cyoD_1	4	57.143
Cluster_8837	5.0	Anr	7	cyoC_1	4	57.143
Cluster_8837	5.0	Anr	7	cyoB_1	4	57.143
Cluster_8837	5.0	Anr	7	cyoA_1	4	57.143
Cluster_8837	5.0	Anr	7	cyoD_2	3	42.857
Cluster_8837	5.0	Anr	7	cyoC_2	3	42.857
Cluster_8837	5.0	Anr	7	cyoB_2	3	42.857
Cluster_8837	5.0	Anr	7	cyoA_2	3	42.857
Cluster_7685	1.5	PsrA	14	etfA	7	50.0
Cluster_7685	1.5	PsrA	14	etfB	7	50.0
Cluster_7685	1.5	PsrA	14	Unknown_Gene	7	50.0
Cluster_55473	2.5	PvdS	12	Unknown_Gene	12	100.0
Cluster_55473	2.5	PvdS	12	cefD_1	1	8.333
Cluster_55473	2.5	PvdS	12	egtB	2	16.667
Cluster_55473	2.5	PvdS	12	yojI	6	50.0
Cluster_55473	2.5	PvdS	12	cefD_2	3	25.0
Cluster_55473	2.5	PvdS	12	cefD	2	16.667
Cluster_142049	1.0	LexA	7	Unknown_Gene	7	100.0
Cluster_37512	1.0	ArgR	14	gdhB	7	50.0
Cluster_37512	1.0	ArgR	14	Unknown_Gene	7	50.0
Cluster_46621	1.0	ArgR	7	aruC_2	5	71.429
Cluster_46621	1.0	ArgR	7	aruC_1	2	28.571
Cluster_8810	1.0	ArgR	7	argT	7	100.0
Cluster_76864	1.0	PsrA	1	proP_3	1	100.0
Cluster_53370	1.0	LexA	2	Unknown_Gene	2	100.0
Cluster_237	1.0	ColR	14	Unknown_Gene	14	100.0
Cluster_53960	1.0	PtxS	5	Unknown_Gene	5	100.0
Cluster_135899	1.0	ColR	2	dgkA	2	100.0
