GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2937
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	HFFFMDPO_00001	dctA2_1	Cluster_135791
Operon1069	HFFFMDPO_01705	Unknown_Gene	Cluster_85075
Operon1069	HFFFMDPO_01706	ygaZ	Cluster_85075
Operon1070	HFFFMDPO_01707	Unknown_Gene	Cluster_85076
Operon1071	HFFFMDPO_01708	Unknown_Gene	Cluster_161753
Operon1071	HFFFMDPO_01709	Unknown_Gene	Cluster_161753
Operon1071	HFFFMDPO_01710	Unknown_Gene	Cluster_161753
Operon1072	HFFFMDPO_01711	gcvA_6	Cluster_77786
Operon1073	HFFFMDPO_01712	dmlR_7	Cluster_104604
Operon1074	HFFFMDPO_01713	nepI_1	Cluster_104604
Operon1075	HFFFMDPO_01714	polB	Cluster_141089
Operon1076	HFFFMDPO_01715	Unknown_Gene	Cluster_132109
Operon1077	HFFFMDPO_01716	Unknown_Gene	Cluster_118921
Operon1078	HFFFMDPO_01717	Unknown_Gene	Cluster_49617
Operon1079	HFFFMDPO_01718	Unknown_Gene	Cluster_70944
Operon1080	HFFFMDPO_01719	Unknown_Gene	Cluster_135018
Operon1080	HFFFMDPO_01720	Unknown_Gene	Cluster_135018
Operon1081	HFFFMDPO_01721	Unknown_Gene	Cluster_73222
Operon1081	HFFFMDPO_01722	Unknown_Gene	Cluster_73222
Operon1082	HFFFMDPO_01723	sasA_9	Cluster_51876
Operon1082	HFFFMDPO_01724	ompR_2	Cluster_51876
Operon1083	HFFFMDPO_01725	Unknown_Gene	Cluster_51876
Operon1083	HFFFMDPO_01726	dipZ	Cluster_51876
Operon1084	HFFFMDPO_01727	aroE_2	Cluster_39890
Operon1084	HFFFMDPO_01728	aroQ_1	Cluster_39890
Operon1085	HFFFMDPO_01729	czcC	Cluster_39890
Operon1085	HFFFMDPO_01730	czcB	Cluster_39890
Operon1085	HFFFMDPO_01731	czcA_1	Cluster_39890
Operon1086	HFFFMDPO_01732	proP_2	Cluster_68093
Operon1087	HFFFMDPO_01733	parA_2	Cluster_78243
Operon1088	HFFFMDPO_01734	Unknown_Gene	Cluster_146629
Operon1089	HFFFMDPO_01735	Unknown_Gene	Cluster_93728
Operon1090	HFFFMDPO_01736	Unknown_Gene	Cluster_93728
Operon1091	HFFFMDPO_01737	fecE	Cluster_25549
Operon1091	HFFFMDPO_01738	hmuU_2	Cluster_25549
Operon1091	HFFFMDPO_01739	Unknown_Gene	Cluster_25549
Operon1092	HFFFMDPO_01740	Unknown_Gene	Cluster_104824
Operon1093	HFFFMDPO_01741	fhuA_2	Cluster_13280
Operon1094	HFFFMDPO_01742	Unknown_Gene	Cluster_132110
Operon1095	HFFFMDPO_01743	Unknown_Gene	Cluster_103518
Operon1096	HFFFMDPO_01744	Unknown_Gene	Cluster_78810
Operon1097	HFFFMDPO_01745	thpR	Cluster_78810
Operon1098	HFFFMDPO_01746	rhaS_3	Cluster_67598
Operon1099	HFFFMDPO_01747	adhC2	Cluster_67598
Operon1100	HFFFMDPO_01748	Unknown_Gene	Cluster_57420
Operon1101	HFFFMDPO_01749	sotB_1	Cluster_57420
Operon1102	HFFFMDPO_01750	rhtB_1	Cluster_153073
Operon1103	HFFFMDPO_01751	rhaS_4	Cluster_155293
Operon1103	HFFFMDPO_01752	dmlR_8	Cluster_155293
Operon1104	HFFFMDPO_01753	nfsB	Cluster_114754
Operon1105	HFFFMDPO_01754	Unknown_Gene	Cluster_88139
Operon1105	HFFFMDPO_01755	Unknown_Gene	Cluster_88139
Operon1106	HFFFMDPO_01756	iscS_1	Cluster_62036
Operon1107	HFFFMDPO_01757	pcpR_2	Cluster_89305
Operon1108	HFFFMDPO_01758	bbsG	Cluster_89305
Operon1109	HFFFMDPO_01759	Unknown_Gene	Cluster_76259
Operon1109	HFFFMDPO_01760	Unknown_Gene	Cluster_76259
Operon1110	HFFFMDPO_01761	alx_1	Cluster_28582
Operon1111	HFFFMDPO_01762	ahpC_1	Cluster_28582
Operon1112	HFFFMDPO_01763	ahpF	Cluster_96391
Operon1113	HFFFMDPO_01764	Unknown_Gene	Cluster_1092
Operon1114	HFFFMDPO_01765	Unknown_Gene	Cluster_124613
Operon1115	HFFFMDPO_01766	sstT	Cluster_118945
Operon1116	HFFFMDPO_01767	nhaR	Cluster_94421
Operon1117	HFFFMDPO_01768	Unknown_Gene	Cluster_94421
Operon1117	HFFFMDPO_01769	Unknown_Gene	Cluster_94421
Operon1118	HFFFMDPO_01770	Unknown_Gene	Cluster_51276
Operon1119	HFFFMDPO_01771	Unknown_Gene	Cluster_51276
Operon1120	HFFFMDPO_01772	puuB_1	Cluster_58009
Operon1121	HFFFMDPO_01773	Unknown_Gene	Cluster_58009
Operon1122	HFFFMDPO_01774	Unknown_Gene	Cluster_70663
Operon1123	HFFFMDPO_01775	Unknown_Gene	Cluster_94467
Operon1124	HFFFMDPO_01776	Unknown_Gene	Cluster_25060
Operon1125	HFFFMDPO_01777	dns	Cluster_51730
Operon1125	HFFFMDPO_01778	Unknown_Gene	Cluster_51730
Operon1126	HFFFMDPO_01779	focA	Cluster_142706
Operon1127	HFFFMDPO_01780	cynS	Cluster_58545
Operon1128	HFFFMDPO_01781	norR_2	Cluster_58545
Operon1129	HFFFMDPO_01782	ansB_1	Cluster_22212
Operon1130	HFFFMDPO_01783	rbsB_1	Cluster_22212
Operon1130	HFFFMDPO_01784	araG	Cluster_22212
Operon1130	HFFFMDPO_01785	rbsC_1	Cluster_22212
Operon1130	HFFFMDPO_01786	purR	Cluster_22212
Operon1130	HFFFMDPO_01787	rbsK	Cluster_22212
Operon1130	HFFFMDPO_01788	rbsD	Cluster_22212
Operon1131	HFFFMDPO_01789	rihA	Cluster_142675
Operon1132	HFFFMDPO_01790	Unknown_Gene	Cluster_36854
Operon1133	HFFFMDPO_01791	Unknown_Gene	Cluster_36854
Operon1134	HFFFMDPO_01792	capB_1	Cluster_76707
Operon1135	HFFFMDPO_01793	Unknown_Gene	Cluster_24969
Operon1136	HFFFMDPO_01794	thrS	Cluster_24969
Operon1136	HFFFMDPO_01795	infC	Cluster_24969
Operon1137	HFFFMDPO_01796	rpmI	Cluster_144444
Operon1137	HFFFMDPO_01797	rplT	Cluster_144444
Operon1138	HFFFMDPO_01798	pheS	Cluster_109129
Operon1138	HFFFMDPO_01799	pheT	Cluster_109129
Operon1138	HFFFMDPO_01800	ihfA	Cluster_109129
Operon1138	HFFFMDPO_01801	Unknown_Gene	Cluster_109129
Operon1139	HFFFMDPO_01802	Unknown_Gene	Cluster_104878
Operon1140	HFFFMDPO_01803	Unknown_Gene	Cluster_112435
Operon1141	HFFFMDPO_01804	Unknown_Gene	Cluster_112435
Operon1141	HFFFMDPO_01805	Unknown_Gene	Cluster_112435
Operon1141	HFFFMDPO_01806	Unknown_Gene	Cluster_112435
Operon1142	HFFFMDPO_01807	Unknown_Gene	Cluster_135579
Operon1142	HFFFMDPO_01808	Unknown_Gene	Cluster_135579
Operon1142	HFFFMDPO_01809	Unknown_Gene	Cluster_135579
Operon1143	HFFFMDPO_01810	Unknown_Gene	Cluster_4514
Operon1144	HFFFMDPO_01811	Unknown_Gene	Cluster_21400
Operon1145	HFFFMDPO_01812	Unknown_Gene	Cluster_21400
Operon1145	HFFFMDPO_01813	hcaB_2	Cluster_21400
Operon1146	HFFFMDPO_01814	Unknown_Gene	Cluster_18853
Operon1147	HFFFMDPO_01815	Unknown_Gene	Cluster_140840
Operon1148	HFFFMDPO_01816	Unknown_Gene	Cluster_82811
Operon1149	HFFFMDPO_01817	Unknown_Gene	Cluster_26391
Operon1150	HFFFMDPO_01818	Unknown_Gene	Cluster_54275
Operon1151	HFFFMDPO_01819	Unknown_Gene	Cluster_54275
Operon1151	HFFFMDPO_01820	Unknown_Gene	Cluster_54275
Operon1151	HFFFMDPO_01821	folE_2	Cluster_54275
Operon1151	HFFFMDPO_01822	Unknown_Gene	Cluster_54275
Operon1152	HFFFMDPO_01823	glsA2	Cluster_19553
Operon1153	HFFFMDPO_01824	pupB	Cluster_54031
Operon1154	HFFFMDPO_01825	yedJ	Cluster_54031
Operon1155	HFFFMDPO_01826	Unknown_Gene	Cluster_85726
Operon1156	HFFFMDPO_01827	Unknown_Gene	Cluster_85726
Operon1157	HFFFMDPO_01828	Unknown_Gene	Cluster_142092
Operon1158	HFFFMDPO_01829	Unknown_Gene	Cluster_125113
Operon1159	HFFFMDPO_01830	Unknown_Gene	Cluster_88140
Operon1160	HFFFMDPO_01831	Unknown_Gene	Cluster_88140
Operon1161	HFFFMDPO_01832	ghrB_1	Cluster_78046
Operon1162	HFFFMDPO_01833	dmlR_9	Cluster_121032
Operon1163	HFFFMDPO_01834	ydhP_2	Cluster_121032
Operon1164	HFFFMDPO_01835	gstB_2	Cluster_59868
Operon1165	HFFFMDPO_01836	Unknown_Gene	Cluster_59868
Operon1166	HFFFMDPO_01837	Unknown_Gene	Cluster_131411
Operon1167	HFFFMDPO_01838	gbpR_3	Cluster_98452
Operon1168	HFFFMDPO_01839	bacG	Cluster_73252
Operon1169	HFFFMDPO_01840	Unknown_Gene	Cluster_47539
Operon1170	HFFFMDPO_01841	Unknown_Gene	Cluster_42730
Operon1171	HFFFMDPO_01842	hisC_3	Cluster_26879
Operon1172	HFFFMDPO_01843	gabP_2	Cluster_26879
Operon1173	HFFFMDPO_01844	tam_2	Cluster_32587
Operon1174	HFFFMDPO_01845	Unknown_Gene	Cluster_79464
Operon1175	HFFFMDPO_01846	cmpR_3	Cluster_44889
Operon1176	HFFFMDPO_01847	glpT	Cluster_44889
Operon1176	HFFFMDPO_01848	puuB_2	Cluster_44889
Operon1177	HFFFMDPO_01849	Unknown_Gene	Cluster_118924
Operon1178	HFFFMDPO_01850	syrM1	Cluster_91161
Operon1179	HFFFMDPO_01851	Unknown_Gene	Cluster_83384
Operon1180	HFFFMDPO_01852	abaF_1	Cluster_33823
Operon1181	HFFFMDPO_01853	Unknown_Gene	Cluster_33823
Operon1182	HFFFMDPO_01854	COQ3_1	Cluster_59986
Operon1182	HFFFMDPO_01855	Unknown_Gene	Cluster_59986
Operon1182	HFFFMDPO_01856	Unknown_Gene	Cluster_59986
Operon1183	HFFFMDPO_01857	Unknown_Gene	Cluster_59986
Operon1184	HFFFMDPO_01858	dltA_1	Cluster_53324
Operon1185	HFFFMDPO_01859	yhhW	Cluster_52338
Operon1186	HFFFMDPO_01860	rep_1	Cluster_52338
Operon1187	HFFFMDPO_01861	Unknown_Gene	Cluster_66747
Operon1188	HFFFMDPO_01862	menH_1	Cluster_66747
Operon1189	HFFFMDPO_01863	Unknown_Gene	Cluster_134135
Operon1190	HFFFMDPO_01864	nanT_2	Cluster_40356
Operon1191	HFFFMDPO_01865	Unknown_Gene	Cluster_159841
Operon1191	HFFFMDPO_01866	Unknown_Gene	Cluster_159841
Operon1192	HFFFMDPO_01867	gltC_2	Cluster_36193
Operon1193	HFFFMDPO_01868	Unknown_Gene	Cluster_83357
Operon1194	HFFFMDPO_01869	yebS	Cluster_83357
Operon1194	HFFFMDPO_01870	pqiA_3	Cluster_83357
Operon1194	HFFFMDPO_01871	pqiB	Cluster_83357
Operon1194	HFFFMDPO_01872	Unknown_Gene	Cluster_83357
Operon1195	HFFFMDPO_01873	eptC	Cluster_55317
Operon1196	HFFFMDPO_01874	Unknown_Gene	Cluster_55317
Operon1197	HFFFMDPO_01875	Unknown_Gene	Cluster_59985
Operon1198	HFFFMDPO_01876	pigA_1	Cluster_76763
Operon1199	HFFFMDPO_01877	Unknown_Gene	Cluster_76763
Operon1200	HFFFMDPO_01878	Unknown_Gene	Cluster_77787
Operon1201	HFFFMDPO_01879	Unknown_Gene	Cluster_81106
Operon1202	HFFFMDPO_01880	puuP_1	Cluster_35592
Operon1203	HFFFMDPO_01881	Unknown_Gene	Cluster_35592
Operon1203	HFFFMDPO_01882	spuC_1	Cluster_35592
Operon1204	HFFFMDPO_01883	puuC_1	Cluster_60795
Operon1205	HFFFMDPO_01884	Unknown_Gene	Cluster_82233
Operon1206	HFFFMDPO_01885	kstD_1	Cluster_61283
Operon1207	HFFFMDPO_01886	iclR	Cluster_61283
Operon1208	HFFFMDPO_01887	iolX	Cluster_90552
Operon1208	HFFFMDPO_01888	Unknown_Gene	Cluster_90552
Operon1209	HFFFMDPO_01889	garP	Cluster_45219
Operon1210	HFFFMDPO_01890	ksdD	Cluster_160344
Operon1210	HFFFMDPO_01891	Unknown_Gene	Cluster_160344
Operon1210	HFFFMDPO_01892	kstD_2	Cluster_160344
Operon1210	HFFFMDPO_01893	aroE_3	Cluster_160344
Operon1211	HFFFMDPO_01894	pcaR_2	Cluster_80000
Operon1212	HFFFMDPO_01895	Unknown_Gene	Cluster_26876
Operon1212	HFFFMDPO_01896	Unknown_Gene	Cluster_26876
Operon1212	HFFFMDPO_01897	Unknown_Gene	Cluster_26876
Operon1213	HFFFMDPO_01898	Unknown_Gene	Cluster_74430
Operon1214	HFFFMDPO_01899	Unknown_Gene	Cluster_74430
Operon1214	HFFFMDPO_01900	Unknown_Gene	Cluster_74430
Operon1215	HFFFMDPO_01901	Unknown_Gene	Cluster_13609
Operon1216	HFFFMDPO_01902	gerN	Cluster_149336
Operon1216	HFFFMDPO_01903	aam_2	Cluster_149336
Operon1216	HFFFMDPO_01904	Unknown_Gene	Cluster_149336
Operon1217	HFFFMDPO_01905	resA_2	Cluster_153072
Operon1217	HFFFMDPO_01906	Unknown_Gene	Cluster_153072
Operon1217	HFFFMDPO_01907	pchF	Cluster_153072
Operon1217	HFFFMDPO_01908	COQ5_2	Cluster_153072
Operon1218	HFFFMDPO_01909	Unknown_Gene	Cluster_162653
Operon1218	HFFFMDPO_01910	Unknown_Gene	Cluster_162653
Operon1219	HFFFMDPO_01911	Unknown_Gene	Cluster_61605
Operon1220	HFFFMDPO_01912	pcpR_3	Cluster_88328
Operon1221	HFFFMDPO_01913	Unknown_Gene	Cluster_131531
Operon1222	HFFFMDPO_01914	Unknown_Gene	Cluster_59577
Operon1223	HFFFMDPO_01915	lutR_4	Cluster_59577
Operon1224	HFFFMDPO_01916	Unknown_Gene	Cluster_147632
Operon1225	HFFFMDPO_01917	garD_2	Cluster_130388
Operon1226	HFFFMDPO_01918	gudP	Cluster_113339
Operon1227	HFFFMDPO_01919	Unknown_Gene	Cluster_8393
Operon1228	HFFFMDPO_01920	puuD_1	Cluster_13818
Operon1229	HFFFMDPO_01921	glnQ_2	Cluster_72810
Operon1229	HFFFMDPO_01922	dadA	Cluster_72810
Operon1229	HFFFMDPO_01923	occM_1	Cluster_72810
Operon1229	HFFFMDPO_01924	hisQ_1	Cluster_72810
Operon1230	HFFFMDPO_01925	artJ_1	Cluster_87558
Operon1230	HFFFMDPO_01926	Unknown_Gene	Cluster_87558
Operon1231	HFFFMDPO_01927	dpkA	Cluster_87558
Operon1232	HFFFMDPO_01928	tyrB_2	Cluster_52299
Operon1233	HFFFMDPO_01929	sdaC	Cluster_17355
Operon1234	HFFFMDPO_01930	ydhC	Cluster_32023
Operon1235	HFFFMDPO_01931	tpx	Cluster_32023
Operon1236	HFFFMDPO_01932	mdtA_1	Cluster_24073
Operon1236	HFFFMDPO_01933	mdtB_1	Cluster_24073
Operon1236	HFFFMDPO_01934	mdtC	Cluster_24073
Operon1236	HFFFMDPO_01935	ttgI_2	Cluster_24073
Operon1237	HFFFMDPO_01936	Unknown_Gene	Cluster_95207
Operon1238	HFFFMDPO_01937	Unknown_Gene	Cluster_37077
Operon1239	HFFFMDPO_01938	Unknown_Gene	Cluster_71398
Operon1240	HFFFMDPO_01939	pgm	Cluster_71398
Operon1241	HFFFMDPO_01940	fecI_2	Cluster_132117
Operon1241	HFFFMDPO_01941	fecR_2	Cluster_132117
Operon1242	HFFFMDPO_01942	fcuA	Cluster_140316
Operon1243	HFFFMDPO_01943	Unknown_Gene	Cluster_84504
Operon1244	HFFFMDPO_01944	Unknown_Gene	Cluster_84504
Operon1245	HFFFMDPO_01945	LRA5	Cluster_69554
Operon1246	HFFFMDPO_01946	rutC	Cluster_29103
Operon1246	HFFFMDPO_01947	czcO_1	Cluster_29103
Operon1247	HFFFMDPO_01948	Unknown_Gene	Cluster_29103
Operon1247	HFFFMDPO_01949	argE_1	Cluster_29103
Operon1248	HFFFMDPO_01950	oprB_2	Cluster_116832
Operon1249	HFFFMDPO_01951	quiA	Cluster_39868
Operon1250	HFFFMDPO_01952	Unknown_Gene	Cluster_104185
Operon1251	HFFFMDPO_01953	dmlR_10	Cluster_104185
Operon1252	HFFFMDPO_01954	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1253	HFFFMDPO_01955	sotB_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon1254	HFFFMDPO_01956	rhtB_2	Cluster_114014
Operon1255	HFFFMDPO_01957	cdhR_2	Cluster_114014
Operon1256	HFFFMDPO_01958	Unknown_Gene	Cluster_57252
Operon1257	HFFFMDPO_01959	Unknown_Gene	Cluster_165516
Operon1257	HFFFMDPO_01960	Unknown_Gene	Cluster_165516
Operon1258	HFFFMDPO_01961	gltR_1	Cluster_115274
Operon1259	HFFFMDPO_01962	opuAB_1	Cluster_120366
Operon1259	HFFFMDPO_01963	Unknown_Gene	Cluster_120366
Operon1260	HFFFMDPO_01964	mcpU_1	Cluster_43717
Operon1261	HFFFMDPO_01965	Unknown_Gene	Cluster_43717
Operon1262	HFFFMDPO_01966	Unknown_Gene	Cluster_36199
Operon1263	HFFFMDPO_01967	dmdC_2	Cluster_121717
Operon1264	HFFFMDPO_01968	Unknown_Gene	Cluster_62419
Operon1265	HFFFMDPO_01969	sasA_10	Cluster_62419
Operon1265	HFFFMDPO_01970	tdiR	Cluster_62419
Operon1266	HFFFMDPO_01971	marR	Cluster_67976
Operon1266	HFFFMDPO_01972	emrA_2	Cluster_67976
Operon1266	HFFFMDPO_01973	emrB_2	Cluster_67976
Operon1267	HFFFMDPO_01974	Unknown_Gene	Cluster_4020
Operon1268	HFFFMDPO_01975	rcsC_12	Cluster_144398
Operon1269	HFFFMDPO_01976	rcsC_13	Cluster_148446
Operon1270	HFFFMDPO_01977	norG_2	Cluster_153808
Operon1270	HFFFMDPO_01978	Unknown_Gene	Cluster_153808
Operon1271	HFFFMDPO_01979	Unknown_Gene	Cluster_73238
Operon1272	HFFFMDPO_01980	Unknown_Gene	Cluster_73238
Operon1273	HFFFMDPO_01981	liuE	Cluster_134281
Operon1273	HFFFMDPO_01982	cueR_1	Cluster_134281
Operon1274	HFFFMDPO_01983	rhaR_5	Cluster_71397
Operon1275	HFFFMDPO_01984	pobA	Cluster_71397
Operon1276	HFFFMDPO_01985	ggt_1	Cluster_83367
Operon1276	HFFFMDPO_01986	argP_2	Cluster_83367
Operon1277	HFFFMDPO_01987	ocd	Cluster_64853
Operon1278	HFFFMDPO_01988	asnC	Cluster_64853
Operon1279	HFFFMDPO_01989	Unknown_Gene	Cluster_120079
Operon1280	HFFFMDPO_01990	allE	Cluster_93706
Operon1281	HFFFMDPO_01991	dmoA_1	Cluster_40603
Operon1281	HFFFMDPO_01992	ssuA_1	Cluster_40603
Operon1282	HFFFMDPO_01993	Unknown_Gene	Cluster_40603
Operon1283	HFFFMDPO_01994	nicS_1	Cluster_84517
Operon1284	HFFFMDPO_01995	cdhR_3	Cluster_77305
Operon1285	HFFFMDPO_01996	Unknown_Gene	Cluster_77305
Operon1286	HFFFMDPO_01997	Unknown_Gene	Cluster_114038
Operon1287	HFFFMDPO_01998	Unknown_Gene	Cluster_64109
Operon1288	HFFFMDPO_01999	Unknown_Gene	Cluster_64109
Operon1289	HFFFMDPO_02000	Unknown_Gene	Cluster_92408
Operon1290	HFFFMDPO_02001	Unknown_Gene	Cluster_129973
Operon1291	HFFFMDPO_02002	Unknown_Gene	Cluster_44575
Operon1292	HFFFMDPO_02003	Unknown_Gene	Cluster_44575
Operon1292	HFFFMDPO_02004	Unknown_Gene	Cluster_44575
Operon1293	HFFFMDPO_02005	nphR_2	Cluster_83863
Operon1294	HFFFMDPO_02006	apc3	Cluster_33731
Operon1294	HFFFMDPO_02007	apc4	Cluster_33731
Operon1295	HFFFMDPO_02008	Unknown_Gene	Cluster_33731
Operon1296	HFFFMDPO_02009	yahB_2	Cluster_116476
Operon1297	HFFFMDPO_02010	Unknown_Gene	Cluster_116476
Operon1298	HFFFMDPO_02011	ilvE	Cluster_86328
Operon1299	HFFFMDPO_02012	yheS_1	Cluster_72341
Operon1300	HFFFMDPO_02013	Unknown_Gene	Cluster_17239
Operon1300	HFFFMDPO_02014	Unknown_Gene	Cluster_17239
Operon1301	HFFFMDPO_02015	Unknown_Gene	Cluster_17239
Operon1301	HFFFMDPO_02016	cobN	Cluster_17239
Operon1301	HFFFMDPO_02017	Unknown_Gene	Cluster_17239
Operon1302	HFFFMDPO_02018	Unknown_Gene	Cluster_60786
Operon1303	HFFFMDPO_02019	Unknown_Gene	Cluster_25391
Operon1304	HFFFMDPO_02020	atoC_2	Cluster_25391
Operon1305	HFFFMDPO_02021	rlhA_1	Cluster_54289
Operon1306	HFFFMDPO_02022	Unknown_Gene	Cluster_91727
Operon1307	HFFFMDPO_02023	trmK	Cluster_91727
Operon1308	HFFFMDPO_02024	Unknown_Gene	Cluster_100023
Operon1309	HFFFMDPO_02025	dmlR_11	Cluster_100023
Operon1310	HFFFMDPO_02026	mmgC_2	Cluster_22952
Operon1310	HFFFMDPO_02027	menB	Cluster_22952
Operon1311	HFFFMDPO_02028	Unknown_Gene	Cluster_22952
Operon1311	HFFFMDPO_02029	Unknown_Gene	Cluster_22952
Operon1311	HFFFMDPO_02030	Unknown_Gene	Cluster_22952
Operon1311	HFFFMDPO_02031	Unknown_Gene	Cluster_22952
Operon1312	HFFFMDPO_02032	Unknown_Gene	Cluster_62033
Operon1312	HFFFMDPO_02033	surA_1	Cluster_62033
Operon1313	HFFFMDPO_02034	walR_1	Cluster_42628
Operon1314	HFFFMDPO_02035	Unknown_Gene	Cluster_145248
Operon1314	HFFFMDPO_02036	Unknown_Gene	Cluster_145248
Operon1314	HFFFMDPO_02037	Unknown_Gene	Cluster_145248
Operon1314	HFFFMDPO_02038	Unknown_Gene	Cluster_145248
Operon1314	HFFFMDPO_02039	Unknown_Gene	Cluster_145248
Operon1314	HFFFMDPO_02040	sctC	Cluster_145248
Operon1314	HFFFMDPO_02041	Unknown_Gene	Cluster_145248
Operon1314	HFFFMDPO_02042	Unknown_Gene	Cluster_145248
Operon1314	HFFFMDPO_02043	Unknown_Gene	Cluster_145248
Operon1314	HFFFMDPO_02044	csgE	Cluster_145248
Operon1314	HFFFMDPO_02045	Unknown_Gene	Cluster_145248
Operon1314	HFFFMDPO_02046	csgG	Cluster_145248
Operon1315	HFFFMDPO_02047	Unknown_Gene	Cluster_5110
Operon1316	HFFFMDPO_02048	Unknown_Gene	Cluster_5110
Operon1317	HFFFMDPO_02049	acoR_4	Cluster_20188
Operon1317	HFFFMDPO_02050	Unknown_Gene	Cluster_20188
Operon1317	HFFFMDPO_02051	Unknown_Gene	Cluster_20188
Operon1317	HFFFMDPO_02052	Unknown_Gene	Cluster_20188
Operon1318	HFFFMDPO_02053	Unknown_Gene	Cluster_24785
Operon1318	HFFFMDPO_02054	kdpA	Cluster_24785
Operon1318	HFFFMDPO_02055	kdpB	Cluster_24785
Operon1318	HFFFMDPO_02056	kdpC	Cluster_24785
Operon1319	HFFFMDPO_02057	kdpD	Cluster_83972
Operon1319	HFFFMDPO_02058	kdpE	Cluster_83972
Operon1320	HFFFMDPO_02059	yhaJ_2	Cluster_131796
Operon1321	HFFFMDPO_02060	Unknown_Gene	Cluster_131796
Operon1322	HFFFMDPO_02061	argD_2	Cluster_54725
Operon1323	HFFFMDPO_02062	Unknown_Gene	Cluster_85081
Operon1323	HFFFMDPO_02063	Unknown_Gene	Cluster_85081
Operon1324	HFFFMDPO_02064	yejF	Cluster_51030
Operon1324	HFFFMDPO_02065	yejE_1	Cluster_51030
Operon1324	HFFFMDPO_02066	yejB_1	Cluster_51030
Operon1324	HFFFMDPO_02067	sgrR	Cluster_51030
Operon1324	HFFFMDPO_02068	Unknown_Gene	Cluster_51030
Operon1325	HFFFMDPO_02069	mltD	Cluster_116833
Operon1326	HFFFMDPO_02070	gloB	Cluster_126809
Operon1327	HFFFMDPO_02071	Unknown_Gene	Cluster_126809
Operon1327	HFFFMDPO_02072	rnhA	Cluster_126809
Operon1328	HFFFMDPO_02073	dnaQ	Cluster_153048
Operon1329	HFFFMDPO_02074	adiA	Cluster_39162
Operon1330	HFFFMDPO_02075	Unknown_Gene	Cluster_79473
Operon1331	HFFFMDPO_02076	chrR	Cluster_79473
Operon1332	HFFFMDPO_02077	btuB_3	Cluster_52290
Operon1333	HFFFMDPO_02078	lasR	Cluster_52290
Operon1333	HFFFMDPO_02079	Unknown_Gene	Cluster_52290
Operon1333	HFFFMDPO_02080	Unknown_Gene	Cluster_52290
Operon1334	HFFFMDPO_02081	Unknown_Gene	Cluster_68565
Operon1335	HFFFMDPO_02082	Unknown_Gene	Cluster_68565
Operon1336	HFFFMDPO_02083	nuoN	Cluster_89364
Operon1336	HFFFMDPO_02084	nuoM	Cluster_89364
Operon1336	HFFFMDPO_02085	nuoL	Cluster_89364
Operon1336	HFFFMDPO_02086	nuoK	Cluster_89364
Operon1336	HFFFMDPO_02087	nuoJ	Cluster_89364
Operon1336	HFFFMDPO_02088	nuoI	Cluster_89364
Operon1336	HFFFMDPO_02089	nuoH	Cluster_89364
Operon1336	HFFFMDPO_02090	nuoG_1	Cluster_89364
Operon1337	HFFFMDPO_02091	nuoF	Cluster_131414
Operon1337	HFFFMDPO_02092	nuoE_1	Cluster_131414
Operon1337	HFFFMDPO_02093	nuoC	Cluster_131414
Operon1338	HFFFMDPO_02094	nuoB	Cluster_20397
Operon1338	HFFFMDPO_02095	ndhC	Cluster_20397
Operon1339	HFFFMDPO_02096	Unknown_Gene	Cluster_33900
Operon1340	HFFFMDPO_02097	aceA	Cluster_10255
Operon1341	HFFFMDPO_02098	Unknown_Gene	Cluster_80539
Operon1342	HFFFMDPO_02099	Unknown_Gene	Cluster_80539
Operon1343	HFFFMDPO_02100	Unknown_Gene	Cluster_151662
Operon1344	HFFFMDPO_02101	bicA	Cluster_128671
Operon1345	HFFFMDPO_02102	fusB	Cluster_135760
Operon1346	HFFFMDPO_02103	Unknown_Gene	Cluster_55300
Operon1347	HFFFMDPO_02104	Unknown_Gene	Cluster_55300
Operon1348	HFFFMDPO_02105	gabT	Cluster_166291
Operon1348	HFFFMDPO_02106	gcvA_7	Cluster_166291
Operon1349	HFFFMDPO_02107	gabP_3	Cluster_37905
Operon1350	HFFFMDPO_02108	Unknown_Gene	Cluster_148083
Operon1351	HFFFMDPO_02109	yfcG_2	Cluster_125950
Operon1352	HFFFMDPO_02110	pitA_2	Cluster_96594
Operon1353	HFFFMDPO_02111	Unknown_Gene	Cluster_96594
Operon1353	HFFFMDPO_02112	Unknown_Gene	Cluster_96594
Operon1354	HFFFMDPO_02113	Unknown_Gene	Cluster_111895
Operon1355	HFFFMDPO_02114	gacA	Cluster_143506
Operon1355	HFFFMDPO_02115	uvrC	Cluster_143506
Operon1355	HFFFMDPO_02116	pgsA	Cluster_143506
Operon1356	HFFFMDPO_02117	Unknown_Gene	Cluster_142851
Operon1357	HFFFMDPO_02118	Unknown_Gene	Cluster_29669
Operon1358	HFFFMDPO_02119	Unknown_Gene	Cluster_125769
Operon1359	HFFFMDPO_02120	Unknown_Gene	Cluster_125769
Operon1360	HFFFMDPO_02121	accA1	Cluster_28099
Operon1360	HFFFMDPO_02122	paaF_1	Cluster_28099
Operon1360	HFFFMDPO_02123	Unknown_Gene	Cluster_28099
