GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2243
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	NMOILELG_00001	htpX	Cluster_43325
Operon624	NMOILELG_01034	pat	Cluster_3563
Operon625	NMOILELG_01035	Unknown_Gene	Cluster_75412
Operon626	NMOILELG_01036	Unknown_Gene	Cluster_5588
Operon626	NMOILELG_01037	Unknown_Gene	Cluster_5588
Operon627	NMOILELG_01038	qseB_2	Cluster_132611
Operon627	NMOILELG_01039	qseC_3	Cluster_132611
Operon628	NMOILELG_01040	Unknown_Gene	Cluster_41551
Operon628	NMOILELG_01041	eptA_2	Cluster_41551
Operon629	NMOILELG_01042	Unknown_Gene	Cluster_15143
Operon630	NMOILELG_01043	ais_1	Cluster_15143
Operon630	NMOILELG_01044	Unknown_Gene	Cluster_15143
Operon631	NMOILELG_01045	mdtE	NO_CLUSTER_ASSOCIATION_FOUND
Operon631	NMOILELG_01046	mdtA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon631	NMOILELG_01047	czcA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon632	NMOILELG_01048	Unknown_Gene	Cluster_46556
Operon632	NMOILELG_01049	sbp_1	Cluster_46556
Operon633	NMOILELG_01050	cysT_1	Cluster_117275
Operon633	NMOILELG_01051	cysW	Cluster_117275
Operon633	NMOILELG_01052	cysA_1	Cluster_117275
Operon634	NMOILELG_01053	Unknown_Gene	Cluster_29966
Operon635	NMOILELG_01054	sfnR	Cluster_143631
Operon636	NMOILELG_01055	metQ_1	Cluster_62272
Operon637	NMOILELG_01056	Unknown_Gene	Cluster_125489
Operon637	NMOILELG_01057	quiP_1	Cluster_125489
Operon638	NMOILELG_01058	maa	Cluster_125489
Operon639	NMOILELG_01059	Unknown_Gene	Cluster_90321
Operon640	NMOILELG_01060	menH_2	Cluster_90321
Operon641	NMOILELG_01061	Unknown_Gene	Cluster_86703
Operon642	NMOILELG_01062	Unknown_Gene	Cluster_86703
Operon642	NMOILELG_01063	Unknown_Gene	Cluster_86703
Operon643	NMOILELG_01064	mltF_2	Cluster_50003
Operon644	NMOILELG_01065	Unknown_Gene	Cluster_50003
Operon645	NMOILELG_01066	serA	Cluster_71140
Operon646	NMOILELG_01067	Unknown_Gene	Cluster_71140
Operon646	NMOILELG_01068	ycgM	Cluster_71140
Operon647	NMOILELG_01069	Unknown_Gene	Cluster_86095
Operon648	NMOILELG_01070	yjiK_1	Cluster_142391
Operon649	NMOILELG_01071	rpiA	Cluster_87613
Operon650	NMOILELG_01072	ilvA_1	Cluster_87613
Operon650	NMOILELG_01073	Unknown_Gene	Cluster_87613
Operon651	NMOILELG_01074	rppH_1	Cluster_40248
Operon651	NMOILELG_01075	ptsP	Cluster_40248
Operon652	NMOILELG_01076	Unknown_Gene	Cluster_95223
Operon653	NMOILELG_01077	Unknown_Gene	Cluster_95223
Operon653	NMOILELG_01078	lgt	Cluster_95223
Operon653	NMOILELG_01079	thyA	Cluster_95223
Operon654	NMOILELG_01080	zntR	Cluster_108434
Operon655	NMOILELG_01081	cadA_2	Cluster_108434
Operon655	NMOILELG_01082	cmpR_2	Cluster_108434
Operon656	NMOILELG_01083	cysA_2	Cluster_36331
Operon656	NMOILELG_01084	Unknown_Gene	Cluster_36331
Operon656	NMOILELG_01085	Unknown_Gene	Cluster_36331
Operon657	NMOILELG_01086	phnZ	Cluster_86094
Operon658	NMOILELG_01087	Unknown_Gene	Cluster_151747
Operon658	NMOILELG_01088	Unknown_Gene	Cluster_151747
Operon659	NMOILELG_01089	folA	Cluster_151747
Operon660	NMOILELG_01090	tcyP	Cluster_44443
Operon661	NMOILELG_01091	Unknown_Gene	Cluster_44443
Operon662	NMOILELG_01092	Unknown_Gene	Cluster_125668
Operon662	NMOILELG_01093	Unknown_Gene	Cluster_125668
Operon662	NMOILELG_01094	Unknown_Gene	Cluster_125668
Operon663	NMOILELG_01095	ilvD	Cluster_37189
Operon664	NMOILELG_01096	rlmI_1	Cluster_63454
Operon665	NMOILELG_01097	yhbO_1	Cluster_89711
Operon666	NMOILELG_01098	Unknown_Gene	Cluster_89711
Operon666	NMOILELG_01099	mutM	Cluster_89711
Operon667	NMOILELG_01100	fdx_2	Cluster_110500
Operon668	NMOILELG_01101	coaD	Cluster_108433
Operon669	NMOILELG_01102	Unknown_Gene	Cluster_56324
Operon669	NMOILELG_01103	Unknown_Gene	Cluster_56324
Operon669	NMOILELG_01104	calB	Cluster_56324
Operon670	NMOILELG_01105	Unknown_Gene	Cluster_56324
Operon670	NMOILELG_01106	sseB	Cluster_56324
Operon671	NMOILELG_01107	Unknown_Gene	Cluster_155807
Operon671	NMOILELG_01108	Unknown_Gene	Cluster_155807
Operon671	NMOILELG_01109	Unknown_Gene	Cluster_155807
Operon672	NMOILELG_01110	rsmD	Cluster_48480
Operon672	NMOILELG_01111	Unknown_Gene	Cluster_48480
Operon672	NMOILELG_01112	Unknown_Gene	Cluster_48480
Operon673	NMOILELG_01113	ftsY	Cluster_48480
Operon673	NMOILELG_01114	ftsE	Cluster_48480
Operon673	NMOILELG_01115	ftsX	Cluster_48480
Operon674	NMOILELG_01116	rpoH	Cluster_108795
Operon675	NMOILELG_01117	mtgA	Cluster_142395
Operon676	NMOILELG_01118	Unknown_Gene	Cluster_142395
Operon677	NMOILELG_01119	Unknown_Gene	Cluster_114842
Operon678	NMOILELG_01120	thiG	Cluster_150920
Operon678	NMOILELG_01121	trmB	Cluster_150920
Operon679	NMOILELG_01122	Unknown_Gene	Cluster_88490
Operon680	NMOILELG_01123	Unknown_Gene	Cluster_125510
Operon680	NMOILELG_01124	hemW	Cluster_125510
Operon680	NMOILELG_01125	rdgB	Cluster_125510
Operon680	NMOILELG_01126	Unknown_Gene	Cluster_125510
Operon680	NMOILELG_01127	Unknown_Gene	Cluster_125510
Operon680	NMOILELG_01128	metXS	Cluster_125510
Operon681	NMOILELG_01129	Unknown_Gene	Cluster_141197
Operon681	NMOILELG_01130	proC	Cluster_141197
Operon681	NMOILELG_01131	yggS	Cluster_141197
Operon682	NMOILELG_01132	pilT	Cluster_141197
Operon683	NMOILELG_01133	Unknown_Gene	Cluster_74339
Operon684	NMOILELG_01134	Unknown_Gene	Cluster_74339
Operon685	NMOILELG_01135	ftsN	Cluster_104578
Operon685	NMOILELG_01136	argS	Cluster_104578
Operon686	NMOILELG_01137	priA	Cluster_72851
Operon687	NMOILELG_01138	rpmE	Cluster_72851
Operon687	NMOILELG_01139	Unknown_Gene	Cluster_72851
Operon688	NMOILELG_01140	maeB	Cluster_67998
Operon689	NMOILELG_01141	mrcA	Cluster_77866
Operon690	NMOILELG_01142	Unknown_Gene	Cluster_77866
Operon690	NMOILELG_01143	Unknown_Gene	Cluster_77866
Operon691	NMOILELG_01144	Unknown_Gene	Cluster_152741
Operon692	NMOILELG_01145	pilQ	Cluster_152741
Operon692	NMOILELG_01146	aroK	Cluster_152741
Operon693	NMOILELG_01147	aroB	Cluster_119014
Operon693	NMOILELG_01148	damX	Cluster_119014
Operon694	NMOILELG_01149	gltB	Cluster_21644
Operon695	NMOILELG_01150	gltD_1	Cluster_100759
Operon696	NMOILELG_01151	hemE	Cluster_47125
Operon697	NMOILELG_01152	ynfM	Cluster_100758
Operon698	NMOILELG_01153	benM_1	Cluster_100758
Operon699	NMOILELG_01154	fabF_2	Cluster_152607
Operon699	NMOILELG_01155	fabG_2	Cluster_152607
Operon699	NMOILELG_01156	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01157	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01158	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01159	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01160	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01161	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01162	hutH_1	Cluster_152607
Operon699	NMOILELG_01163	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01164	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01165	acs_1	Cluster_152607
Operon699	NMOILELG_01166	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01167	acpP_2	Cluster_152607
Operon699	NMOILELG_01168	acpP_3	Cluster_152607
Operon699	NMOILELG_01169	Unknown_Gene	Cluster_152607
Operon699	NMOILELG_01170	Unknown_Gene	Cluster_152607
Operon700	NMOILELG_01171	soj_2	Cluster_152607
Operon701	NMOILELG_01172	trxC	Cluster_154974
Operon701	NMOILELG_01173	selO	Cluster_154974
Operon702	NMOILELG_01174	mscK	Cluster_164919
Operon702	NMOILELG_01175	nhaP2_1	Cluster_164919
Operon703	NMOILELG_01176	betA_1	Cluster_131848
Operon704	NMOILELG_01177	betB_1	Cluster_161762
Operon704	NMOILELG_01178	betI_1	Cluster_161762
Operon705	NMOILELG_01179	caiT_1	Cluster_17180
Operon706	NMOILELG_01180	Unknown_Gene	Cluster_125667
Operon707	NMOILELG_01181	Unknown_Gene	Cluster_131525
Operon707	NMOILELG_01182	Unknown_Gene	Cluster_131525
Operon708	NMOILELG_01183	envC	Cluster_81424
Operon709	NMOILELG_01184	gpmI	Cluster_59020
Operon710	NMOILELG_01185	yibN	Cluster_59020
Operon710	NMOILELG_01186	grxC	Cluster_59020
Operon710	NMOILELG_01187	secB	Cluster_59020
Operon711	NMOILELG_01188	trmL	Cluster_135857
Operon712	NMOILELG_01189	Unknown_Gene	Cluster_135857
Operon713	NMOILELG_01190	glnG	Cluster_43329
Operon713	NMOILELG_01191	glnL	Cluster_43329
Operon714	NMOILELG_01192	Unknown_Gene	Cluster_84286
Operon715	NMOILELG_01193	glnA	Cluster_14433
Operon716	NMOILELG_01194	thiI	Cluster_14433
Operon716	NMOILELG_01195	typA	Cluster_14433
Operon717	NMOILELG_01196	Unknown_Gene	Cluster_62271
Operon718	NMOILELG_01197	Unknown_Gene	Cluster_67849
Operon719	NMOILELG_01198	malP	Cluster_67849
Operon720	NMOILELG_01199	fbp_1	Cluster_66048
Operon720	NMOILELG_01200	Unknown_Gene	Cluster_66048
Operon721	NMOILELG_01201	Unknown_Gene	Cluster_52144
Operon721	NMOILELG_01202	blc	Cluster_52144
Operon722	NMOILELG_01203	Unknown_Gene	Cluster_109837
Operon723	NMOILELG_01204	dasR	Cluster_109837
Operon723	NMOILELG_01205	ves	Cluster_109837
Operon724	NMOILELG_01206	hutU	Cluster_42788
Operon725	NMOILELG_01207	hutH_2	Cluster_126345
Operon726	NMOILELG_01208	proY_1	Cluster_98357
Operon726	NMOILELG_01209	hutI	Cluster_98357
Operon726	NMOILELG_01210	Unknown_Gene	Cluster_98357
Operon727	NMOILELG_01211	pip	Cluster_68379
Operon727	NMOILELG_01212	dtd	Cluster_68379
Operon728	NMOILELG_01213	mdoG	Cluster_34557
Operon728	NMOILELG_01214	opgH	Cluster_34557
Operon729	NMOILELG_01215	fliY_2	Cluster_42050
Operon730	NMOILELG_01216	Unknown_Gene	Cluster_131266
Operon730	NMOILELG_01217	glnQ_2	Cluster_131266
Operon731	NMOILELG_01218	Unknown_Gene	Cluster_119011
Operon732	NMOILELG_01219	Unknown_Gene	Cluster_76075
Operon732	NMOILELG_01220	tatC	Cluster_76075
Operon732	NMOILELG_01221	tatB	Cluster_76075
Operon732	NMOILELG_01222	tatA	Cluster_76075
Operon733	NMOILELG_01223	hisE	Cluster_135873
Operon733	NMOILELG_01224	hisI	Cluster_135873
Operon734	NMOILELG_01225	ubiB	Cluster_100095
Operon734	NMOILELG_01226	ubiJ	Cluster_100095
Operon734	NMOILELG_01227	ubiE	Cluster_100095
Operon735	NMOILELG_01228	Unknown_Gene	Cluster_100095
Operon736	NMOILELG_01229	Unknown_Gene	Cluster_77096
Operon736	NMOILELG_01230	Unknown_Gene	Cluster_77096
Operon737	NMOILELG_01231	Unknown_Gene	Cluster_139712
Operon737	NMOILELG_01232	phaC_1	Cluster_139712
Operon738	NMOILELG_01233	catD_1	Cluster_146481
Operon739	NMOILELG_01234	phaC_2	Cluster_24188
Operon740	NMOILELG_01235	Unknown_Gene	Cluster_85479
Operon741	NMOILELG_01236	hslU	Cluster_133671
Operon742	NMOILELG_01237	hslV	Cluster_58644
Operon743	NMOILELG_01238	pyrC'	Cluster_150167
Operon743	NMOILELG_01239	pyrB	Cluster_150167
Operon743	NMOILELG_01240	pyrR_1	Cluster_150167
Operon744	NMOILELG_01241	yqgF	Cluster_119361
Operon744	NMOILELG_01242	Unknown_Gene	Cluster_119361
Operon745	NMOILELG_01243	Unknown_Gene	Cluster_89400
Operon746	NMOILELG_01244	gshB	Cluster_46408
Operon747	NMOILELG_01245	phoP_1	Cluster_46408
Operon747	NMOILELG_01246	pleD	Cluster_46408
Operon747	NMOILELG_01247	Unknown_Gene	Cluster_46408
Operon747	NMOILELG_01248	Unknown_Gene	Cluster_46408
Operon747	NMOILELG_01249	rcsC_4	Cluster_46408
Operon747	NMOILELG_01250	Unknown_Gene	Cluster_46408
Operon748	NMOILELG_01251	Unknown_Gene	Cluster_107394
Operon749	NMOILELG_01252	rsmE	Cluster_120074
Operon750	NMOILELG_01253	bioA	Cluster_48761
Operon751	NMOILELG_01254	mnmC_2	Cluster_48761
Operon752	NMOILELG_01255	yceJ	Cluster_33891
Operon752	NMOILELG_01256	yceI	Cluster_33891
Operon753	NMOILELG_01257	rhlE_1	Cluster_52805
Operon754	NMOILELG_01258	Unknown_Gene	Cluster_154243
Operon755	NMOILELG_01259	Unknown_Gene	Cluster_122118
Operon756	NMOILELG_01260	metF	Cluster_75561
Operon757	NMOILELG_01261	ahcY	Cluster_32829
Operon758	NMOILELG_01262	Unknown_Gene	Cluster_32829
Operon759	NMOILELG_01263	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon760	NMOILELG_01264	nhaP	Cluster_54229
Operon761	NMOILELG_01265	Unknown_Gene	Cluster_54229
Operon761	NMOILELG_01266	Unknown_Gene	Cluster_54229
Operon762	NMOILELG_01267	Unknown_Gene	Cluster_105302
Operon763	NMOILELG_01268	cycA_1	Cluster_105302
Operon764	NMOILELG_01269	yqjC_1	Cluster_101780
Operon765	NMOILELG_01270	yqjC_2	Cluster_146074
Operon766	NMOILELG_01271	ligB	Cluster_73838
Operon767	NMOILELG_01272	metK	Cluster_30134
Operon767	NMOILELG_01273	COQ3_2	Cluster_30134
Operon768	NMOILELG_01274	tktA	Cluster_30134
Operon769	NMOILELG_01275	epd	Cluster_104577
Operon769	NMOILELG_01276	pgk	Cluster_104577
Operon769	NMOILELG_01277	Unknown_Gene	Cluster_104577
Operon770	NMOILELG_01278	Unknown_Gene	Cluster_131513
Operon771	NMOILELG_01279	cbbA	Cluster_116342
Operon772	NMOILELG_01280	ygjP	Cluster_90320
Operon772	NMOILELG_01281	Unknown_Gene	Cluster_90320
Operon773	NMOILELG_01282	elaA	Cluster_63862
Operon774	NMOILELG_01283	Unknown_Gene	Cluster_63862
Operon775	NMOILELG_01284	yccS	Cluster_97022
Operon776	NMOILELG_01285	Unknown_Gene	Cluster_101089
Operon777	NMOILELG_01286	dbpA	Cluster_142042
Operon778	NMOILELG_01287	hsrA	Cluster_90319
Operon779	NMOILELG_01288	Unknown_Gene	Cluster_93444
Operon779	NMOILELG_01289	Unknown_Gene	Cluster_93444
Operon780	NMOILELG_01290	Unknown_Gene	Cluster_93444
Operon781	NMOILELG_01291	putA	Cluster_23793
Operon782	NMOILELG_01292	putP	Cluster_23793
Operon783	NMOILELG_01293	rlmJ	Cluster_77095
Operon784	NMOILELG_01294	tobZ	Cluster_70341
Operon784	NMOILELG_01295	mshA_1	Cluster_70341
Operon784	NMOILELG_01296	Unknown_Gene	Cluster_70341
Operon784	NMOILELG_01297	Unknown_Gene	Cluster_70341
Operon784	NMOILELG_01298	Unknown_Gene	Cluster_70341
Operon785	NMOILELG_01299	Unknown_Gene	Cluster_52143
Operon786	NMOILELG_01300	msbA_1	Cluster_52143
Operon787	NMOILELG_01301	hldE	Cluster_95010
Operon788	NMOILELG_01302	Unknown_Gene	Cluster_163413
Operon788	NMOILELG_01303	Unknown_Gene	Cluster_163413
Operon788	NMOILELG_01304	Unknown_Gene	Cluster_163413
Operon789	NMOILELG_01305	Unknown_Gene	Cluster_126387
Operon790	NMOILELG_01306	yhaJ_1	Cluster_126387
Operon791	NMOILELG_01307	waaA	Cluster_153510
Operon792	NMOILELG_01308	Unknown_Gene	Cluster_116567
Operon793	NMOILELG_01309	tolC_2	Cluster_18043
Operon794	NMOILELG_01310	thiC	Cluster_18043
Operon795	NMOILELG_01311	codB	Cluster_87313
Operon796	NMOILELG_01312	Unknown_Gene	Cluster_66316
Operon797	NMOILELG_01313	nudF	Cluster_66316
Operon797	NMOILELG_01314	Unknown_Gene	Cluster_66316
Operon798	NMOILELG_01315	cpdA	Cluster_127712
Operon799	NMOILELG_01316	Unknown_Gene	Cluster_55631
Operon799	NMOILELG_01317	parE	Cluster_55631
Operon799	NMOILELG_01318	Unknown_Gene	Cluster_55631
Operon800	NMOILELG_01319	parC	Cluster_133322
Operon801	NMOILELG_01320	Unknown_Gene	Cluster_70864
Operon802	NMOILELG_01321	Unknown_Gene	Cluster_91815
Operon803	NMOILELG_01322	serB2	Cluster_91815
Operon804	NMOILELG_01323	psd	Cluster_58643
Operon804	NMOILELG_01324	rhdA	Cluster_58643
Operon805	NMOILELG_01325	Unknown_Gene	Cluster_95532
Operon806	NMOILELG_01326	motA	Cluster_95532
Operon806	NMOILELG_01327	motB_2	Cluster_95532
Operon807	NMOILELG_01328	rsgA	Cluster_12611
Operon808	NMOILELG_01329	Unknown_Gene	Cluster_12611
Operon808	NMOILELG_01330	Unknown_Gene	Cluster_12611
Operon809	NMOILELG_01331	orn	Cluster_151750
Operon810	NMOILELG_01332	Unknown_Gene	Cluster_106673
Operon811	NMOILELG_01333	queG	NO_CLUSTER_ASSOCIATION_FOUND
Operon812	NMOILELG_01334	nnr	Cluster_168334
Operon812	NMOILELG_01335	tsaE	Cluster_168334
Operon812	NMOILELG_01336	amiC	Cluster_168334
Operon812	NMOILELG_01337	mutL	Cluster_168334
Operon812	NMOILELG_01338	miaA	Cluster_168334
Operon813	NMOILELG_01339	hfq	Cluster_114824
Operon813	NMOILELG_01340	hflX	Cluster_114824
Operon814	NMOILELG_01341	hflK	Cluster_119634
Operon814	NMOILELG_01342	hflC_2	Cluster_119634
Operon815	NMOILELG_01343	hisZ	Cluster_32122
Operon816	NMOILELG_01344	purA	Cluster_149421
Operon817	NMOILELG_01345	Unknown_Gene	Cluster_60626
Operon818	NMOILELG_01346	Unknown_Gene	Cluster_45955
Operon818	NMOILELG_01347	fbpA	Cluster_45955
Operon819	NMOILELG_01348	Unknown_Gene	Cluster_136220
Operon820	NMOILELG_01349	Unknown_Gene	Cluster_37183
Operon821	NMOILELG_01350	rnr	Cluster_37183
Operon821	NMOILELG_01351	rlmB	Cluster_37183
Operon822	NMOILELG_01352	Unknown_Gene	Cluster_37859
Operon822	NMOILELG_01353	rpsR	Cluster_37859
Operon822	NMOILELG_01354	Unknown_Gene	Cluster_37859
Operon822	NMOILELG_01355	rplI	Cluster_37859
Operon823	NMOILELG_01356	dnaB	Cluster_144512
Operon824	NMOILELG_01357	Unknown_Gene	Cluster_58265
Operon825	NMOILELG_01358	Unknown_Gene	Cluster_142819
Operon826	NMOILELG_01359	Unknown_Gene	Cluster_62244
Operon827	NMOILELG_01360	Unknown_Gene	Cluster_62244
Operon828	NMOILELG_01361	nadE_1	Cluster_10112
Operon828	NMOILELG_01362	pncB2	Cluster_10112
Operon829	NMOILELG_01363	livJ	Cluster_10112
Operon830	NMOILELG_01364	livH_1	Cluster_79494
Operon830	NMOILELG_01365	Unknown_Gene	Cluster_79494
Operon830	NMOILELG_01366	glnQ_3	Cluster_79494
Operon830	NMOILELG_01367	livF_1	Cluster_79494
Operon831	NMOILELG_01368	isfD2	Cluster_7181
Operon832	NMOILELG_01369	Unknown_Gene	Cluster_153509
Operon833	NMOILELG_01370	Unknown_Gene	Cluster_124991
Operon834	NMOILELG_01371	fabR_1	Cluster_102468
Operon835	NMOILELG_01372	Unknown_Gene	Cluster_30794
Operon836	NMOILELG_01373	Unknown_Gene	Cluster_30794
Operon837	NMOILELG_01374	Unknown_Gene	Cluster_156196
Operon837	NMOILELG_01375	osmE	Cluster_156196
Operon838	NMOILELG_01376	lips	Cluster_101088
Operon839	NMOILELG_01377	Unknown_Gene	Cluster_55293
Operon840	NMOILELG_01378	nimR_1	Cluster_55293
Operon841	NMOILELG_01379	psiF	Cluster_135144
Operon842	NMOILELG_01380	Unknown_Gene	Cluster_137473
Operon843	NMOILELG_01381	dnaK_1	Cluster_75852
Operon844	NMOILELG_01382	cbpA	Cluster_75852
Operon844	NMOILELG_01383	cbpM	Cluster_75852
Operon845	NMOILELG_01384	Unknown_Gene	Cluster_23723
Operon846	NMOILELG_01385	Unknown_Gene	Cluster_148938
Operon847	NMOILELG_01386	btuB_2	Cluster_141606
Operon848	NMOILELG_01387	Unknown_Gene	Cluster_62652
Operon848	NMOILELG_01388	Unknown_Gene	Cluster_62652
Operon848	NMOILELG_01389	Unknown_Gene	Cluster_62652
Operon849	NMOILELG_01390	qmcA	Cluster_143182
Operon849	NMOILELG_01391	Unknown_Gene	Cluster_143182
Operon850	NMOILELG_01392	cobK	Cluster_36111
Operon850	NMOILELG_01393	cbiD	Cluster_36111
Operon850	NMOILELG_01394	cobL	Cluster_36111
Operon851	NMOILELG_01395	sir_1	Cluster_36111
Operon851	NMOILELG_01396	cobH	Cluster_36111
Operon851	NMOILELG_01397	cobI	Cluster_36111
Operon851	NMOILELG_01398	cysG_1	Cluster_36111
Operon852	NMOILELG_01399	Unknown_Gene	Cluster_49831
Operon853	NMOILELG_01400	rcsC_5	Cluster_92779
Operon854	NMOILELG_01401	purD	Cluster_67155
Operon855	NMOILELG_01402	purH	Cluster_132998
Operon856	NMOILELG_01403	fis	Cluster_52142
Operon856	NMOILELG_01404	dusB	Cluster_52142
Operon857	NMOILELG_01405	Unknown_Gene	Cluster_160441
Operon857	NMOILELG_01406	prmA	Cluster_160441
Operon858	NMOILELG_01407	accC	Cluster_116252
Operon858	NMOILELG_01408	accB	Cluster_116252
Operon859	NMOILELG_01409	aroQ1	Cluster_68635
Operon860	NMOILELG_01410	dsbD_2	Cluster_44775
Operon861	NMOILELG_01411	ctpL	Cluster_80870
Operon862	NMOILELG_01412	rssB_1	Cluster_42807
Operon863	NMOILELG_01413	Unknown_Gene	Cluster_42807
Operon863	NMOILELG_01414	yfcD	Cluster_42807
Operon864	NMOILELG_01415	yciH	Cluster_34692
Operon865	NMOILELG_01416	speA	Cluster_82019
Operon866	NMOILELG_01417	dinF	Cluster_69849
Operon867	NMOILELG_01418	yfhM	Cluster_69849
Operon868	NMOILELG_01419	Unknown_Gene	Cluster_129023
Operon869	NMOILELG_01420	pbpC	Cluster_129023
Operon870	NMOILELG_01421	Unknown_Gene	Cluster_107393
Operon871	NMOILELG_01422	rssB_2	Cluster_156195
Operon871	NMOILELG_01423	Unknown_Gene	Cluster_156195
Operon872	NMOILELG_01424	Unknown_Gene	Cluster_32418
Operon872	NMOILELG_01425	sctC_1	Cluster_32418
Operon872	NMOILELG_01426	Unknown_Gene	Cluster_32418
Operon872	NMOILELG_01427	Unknown_Gene	Cluster_32418
Operon872	NMOILELG_01428	Unknown_Gene	Cluster_32418
Operon872	NMOILELG_01429	Unknown_Gene	Cluster_32418
Operon872	NMOILELG_01430	Unknown_Gene	Cluster_32418
Operon872	NMOILELG_01431	Unknown_Gene	Cluster_32418
Operon873	NMOILELG_01432	Unknown_Gene	Cluster_30523
Operon874	NMOILELG_01433	Unknown_Gene	Cluster_134387
Operon875	NMOILELG_01434	Unknown_Gene	Cluster_134387
Operon875	NMOILELG_01435	sasA_5	Cluster_134387
Operon876	NMOILELG_01436	Unknown_Gene	Cluster_36330
Operon877	NMOILELG_01437	Unknown_Gene	Cluster_131140
Operon877	NMOILELG_01438	Unknown_Gene	Cluster_131140
Operon877	NMOILELG_01439	cmoM	Cluster_131140
Operon877	NMOILELG_01440	Unknown_Gene	Cluster_131140
Operon878	NMOILELG_01441	Unknown_Gene	Cluster_103537
Operon878	NMOILELG_01442	Unknown_Gene	Cluster_103537
Operon879	NMOILELG_01443	fadI	Cluster_103537
Operon880	NMOILELG_01444	nimR_2	Cluster_105301
Operon881	NMOILELG_01445	ramA_1	Cluster_101451
Operon882	NMOILELG_01446	malT_1	Cluster_101451
Operon883	NMOILELG_01447	Unknown_Gene	Cluster_61655
Operon883	NMOILELG_01448	steT_1	Cluster_61655
Operon884	NMOILELG_01449	Unknown_Gene	Cluster_61655
Operon885	NMOILELG_01450	hdfR_3	Cluster_29964
Operon886	NMOILELG_01451	Unknown_Gene	Cluster_29964
Operon886	NMOILELG_01452	Unknown_Gene	Cluster_29964
Operon886	NMOILELG_01453	Unknown_Gene	Cluster_29964
Operon886	NMOILELG_01454	Unknown_Gene	Cluster_29964
Operon887	NMOILELG_01455	moaB_2	Cluster_124267
Operon888	NMOILELG_01456	Unknown_Gene	Cluster_49830
Operon888	NMOILELG_01457	moaA_2	Cluster_49830
Operon889	NMOILELG_01458	ydeP_3	Cluster_49830
Operon890	NMOILELG_01459	decR_1	Cluster_74068
Operon891	NMOILELG_01460	metC	Cluster_74068
Operon892	NMOILELG_01461	Unknown_Gene	Cluster_104240
Operon893	NMOILELG_01462	Unknown_Gene	Cluster_104240
Operon894	NMOILELG_01463	eptA_3	Cluster_79786
Operon895	NMOILELG_01464	rnd	Cluster_131499
Operon895	NMOILELG_01465	ycgL	Cluster_131499
Operon896	NMOILELG_01466	ghrA	Cluster_133320
Operon897	NMOILELG_01467	rutE	Cluster_87312
Operon898	NMOILELG_01468	Unknown_Gene	Cluster_87312
Operon898	NMOILELG_01469	Unknown_Gene	Cluster_87312
Operon899	NMOILELG_01470	Unknown_Gene	Cluster_97017
Operon900	NMOILELG_01471	Unknown_Gene	Cluster_138170
Operon901	NMOILELG_01472	Unknown_Gene	Cluster_93802
Operon902	NMOILELG_01473	Unknown_Gene	Cluster_93802
Operon903	NMOILELG_01474	dapb1	Cluster_110857
Operon904	NMOILELG_01475	Unknown_Gene	Cluster_110857
Operon904	NMOILELG_01476	yafJ	Cluster_110857
Operon904	NMOILELG_01477	Unknown_Gene	Cluster_110857
Operon905	NMOILELG_01478	gltR_2	Cluster_95961
Operon906	NMOILELG_01479	Unknown_Gene	Cluster_95961
Operon906	NMOILELG_01480	pxpA3	Cluster_95961
Operon906	NMOILELG_01481	pxpB	Cluster_95961
Operon906	NMOILELG_01482	pxpC	Cluster_95961
Operon907	NMOILELG_01483	Unknown_Gene	Cluster_78146
Operon907	NMOILELG_01484	Unknown_Gene	Cluster_78146
Operon908	NMOILELG_01485	Unknown_Gene	Cluster_93796
Operon909	NMOILELG_01486	cysK	Cluster_93796
Operon910	NMOILELG_01487	Unknown_Gene	Cluster_54227
Operon911	NMOILELG_01488	Unknown_Gene	Cluster_15610
Operon912	NMOILELG_01489	Unknown_Gene	Cluster_73565
Operon913	NMOILELG_01490	aceK	Cluster_73565
Operon914	NMOILELG_01491	Unknown_Gene	Cluster_95550
Operon915	NMOILELG_01492	cvfB	Cluster_95550
Operon916	NMOILELG_01493	Unknown_Gene	Cluster_41258
Operon917	NMOILELG_01494	Unknown_Gene	Cluster_41258
Operon917	NMOILELG_01495	def_2	Cluster_41258
Operon918	NMOILELG_01496	Unknown_Gene	Cluster_46718
Operon919	NMOILELG_01497	Unknown_Gene	Cluster_46718
Operon920	NMOILELG_01498	tdcB_1	Cluster_126382
Operon921	NMOILELG_01499	Unknown_Gene	Cluster_118662
Operon922	NMOILELG_01500	Unknown_Gene	Cluster_68377
